"game_lang_code","context","EN","DE","FR","IT","ES","RU","JP","PB","CN"
"Your brave actions gave me the courage to finally stand up to that menace!","Moth","Your brave actions gave me the courage to finally stand up to that menace!","Deine kühnen Taten haben mich dazu ermutigt, mich endlich dieser Plage zu stellen!","Zuen ekintza ausartek mehatxu horri aurre egiteko adorea eman didate!","È merito del tuo eroismo, se ho trovato il coraggio di dire basta, ragnetta!","¡Tus intrépidos actos me han dado el valor necesario para plantar cara a esa amenaza!","Твоя храбрость дала мне силы противостоять этому злу!","きみたちに ゆうきを もらって ようやく あの おそろしい鳥に 立ちむかうことが できたよ。","Suas ações me deram a coragem necessária para enfrentar essa ameaça!","你们的英勇举动给了我勇气，让我终于敢面对那个祸害了！"
"Our home is a little bit safer today, thanks to you.","Moth","Our home is a little bit safer today, thanks to you.","Unsere Heimat ist dank dir ein bisschen sicherer geworden.","Gure etxea orain pixkat seguruagoa da, zuei esker.","Grazie a te, ora la nostra casa è più sicura.","Hoy, nuestro hogar es un poco más seguro gracias a ti.","Благодаря вам в нашем доме стало безопаснее.","ぼくらの くらしも ちょっぴり あんぜんに なった。ありがとう。","Nosso lar está um pouco mais seguro agora, graças a você.","多亏了你们，我们的家园更安全了一点。"
"Work has been tough since the fire ants raided.","Generic ant","Work has been tough since the fire ants raided.","Seit dem Überfall der Feuerameisen gibt es viel zu tun.","Gogor lan egin behar izan dugu suzko inurrien oldarralditik hona.","Dopo l'attacco delle formiche rosse, non facciamo che sgobbare.","Hemos tenido mucho trabajo desde que atacaron las hormigas rojas.","После налета огненных муравьев у нас было много работы.","ヒアリに おそわれてからは キツい しごとばっかりだ。","Estamos trabalhando em dobro desde a invasão das formigas-de-fogo.","火蚁袭击后，我们的工作变得非常辛苦。"
"Comrade Freddy is the oldest ant in the nest!","Generic ant","Comrade Freddy is the oldest ant in the nest!","Genossin Freddy ist die älteste Ameise im Nest!","Freddy burkidea habiako inurririk zaharrena da!","Il compagno Freddy è il più anziano del formicaio.","¡La camarada Freddy es la hormiga más anciana de la colonia!","Товарищ Фредди — самая старая жительница муравейника!","同志（どうし）フレディは、この すで 一番年上のアリなんだ。","A camarada Freddy é a formiga mais velha do ninho!","弗雷迪同志是蚁穴中最年长的蚂蚁！"
"She's an ANTique!","Generic ant","She's an ANTique!","Sie ist eine greise Ameise!","ANTZINurria da!","Si vede... Non rispetta mai la fila!","¡No se anda con hormigueos!","Она просто доистомуравьическая!","アリえないぐらい長生きだよ！","É uma formiga de respeito!","她是只古蚁！"
"Gotta keep moving!","Generic ant","Gotta keep moving!","Muss in Bewegung bleiben!","Ezin gelditu!","Non posso fermarmi!","¡Hay que seguir avanzando!","Нам пора идти!","しごとだ、しごと！","Não posso parar agora!","我要继续干活了！"
"Have you seen the Mech-Ant?","Generic ant","Have you seen the Mech-Ant?","Hast du die Robomeise gesehen?","Ikusi duzu Inurri Mekanikoa?","Hai visto la Formecha?","¿Has visto la mecahormiga?","Ты видела мехмура?","メカアントは見たかい？","Já viu a Formiga-mecânica?","你看到机械蚁了吗？"
"It's quite a marvel!","Generic ant","It's quite a marvel!","Ein ganz schönes Wunder!","Zoragarria da!","È meravigliosa!","¡Es toda una maravilla!","Великолепное зрелище!","なかなか すごいよな！","É uma belezinha, não acha?","真是个奇迹！"
"G'day!","Generic ant","G'day!","Hallöchen!","Iep!","Buondì!","¡Buenas!","Привет!","よう！","Dia!","你好！"
"Can't talk right now, sorry!","Generic ant","Can't talk right now, sorry!","Keine Zeit zum Reden, tut mir leid!","Orain ezin dut hitz egin, barkatu!","Adesso non posso parlare, scusa!","¡No puedo hablar ahora, lo siento!","Извини, не могу сейчас говорить.","ごめん。今は いそがしい！","Não posso falar agora, desculpe!","现在不能聊天，抱歉！"
"I don't like leaving the nest.","Generic ant","I don't like leaving the nest.","Ich verlasse das Nest nicht gern.","Ez zait gustatzen habiatik ateratzea.","Non mi piace uscire dal formicaio.","No me gusta salir de la colonia.","Я не люблю покидать муравейник.","すの 外に出るのは いやだな。","Eu não gosto de sair do ninho.","我不喜欢离开蚁穴。"
"I'm not very independANT","Generic ant","I'm not very independANT","Ich bin keine Reise-Ameise.","HABIAzuloa naiz","Fuori è una giungla!","No vaya a ser que me fumiguen.","Я тут заМУРАВалась.","自立心アリってタイプじゃなくって……","Sou uma formiga bem caseira.","我不是特别独立的蚂蚁。"
"Reporting for duty!","Generic soldier ant","Reporting for duty!","Melde mich zum Dienst!","Hemen nator, lanerako prest!","A rapporto!","¡Lista para servir!","Пост приняла!","ちゃくにん いたしました！","Se apresentando!","向您报道！"
"We're going to show those fire ants!","Generic soldier ant","We're going to show those fire ants!","Wir werden es diesen Feuerameisen zeigen!","Suzko inurri horiei eskarmentua emango diegu!","Le facciamo nere quelle formiche rosse!","¡Les vamos a enseñar quién manda a esas hormigas rojas!","Мы покажем этим огненным муравьям!","ヒアリどもに、思い知らせて やりましょう！","Vamos dar uma lição naquelas formigas-de-fogo!","我们要让那帮火蚁看看！"
"Ready to serve!","Generic soldier ant","Ready to serve!","Bereit zum Dienst!","Zure zerbitzura!","Pronta a servire!","¡Lista para servir!","Готова к труду и обороне!","しゅつどうじゅんびは できています！","Aguardando ordens!","随时待命！"
"Thanks for helping with the assembly.","Generic soldier ant","Thanks for helping with the assembly.","Danke für deine Hilfe bei der Montage.","Eskerrik asko muntaketan laguntzeagatik,","Grazie dell'aiuto con l'assemblaggio.","Gracias por ayudar con el montaje.","Спасибо за помощь со сборкой.","くみたての おてつだいに かんしゃいたします。","Valeu por ajudar na montagem.","谢谢你帮忙组装。"
"I'm still going through the checklist in here!","Generic soldier ant","I'm still going through the checklist in here!","Ich gehe hier noch die Checkliste durch.","oraindik egitekoen zerrenda osatzen nabil!","Sto ancora controllando che sia tutto in ordine!","¡Todavía estoy repasando la lista!","Я все еще проверяю список!","まだチェックリストを かくにん中です！","Ainda estou revisando os itens da lista!","我还在核对检查清单！"
"Hey buddy...","Moth","Hey buddy...","Hey, Buddy.","Epa, laguna...","Ehi, amica...","Oye, amiga...","Привет, подруга...","やあ おちびさん……","Oi, amiguinha…","嗨，小家伙……"
"I'm so sorry. I saw what happened to your boyfriend.","Moth","I'm so sorry. I saw what happened to your boyfriend.","Es tut mir so leid. Ich habe gesehen, was mit deinem Freund passiert ist.","Sentitzen dut. Ikusi dut zer gertatu zaion zure mutil-lagunari.","Mi dispiace tanto. Ho visto cos'è successo al tuo fidanzato.","Lo siento mucho. He visto lo que le ha pasado a tu novio.","Я все видел. Мне очень жаль.","きみの こいグモさんのこと、見ていたよ。かわいそうに。","Sinto muito. Eu vi o que aconteceu com o seu namorado.","我看到你男朋友的事了。我很遗憾。"
"That big mean bird has been menacing the land below its Sky Bower for years.","Moth","That big mean bird has been menacing the land below its Sky Bower for years.","Dieser fiese große Vogel terrorisiert das Land unter seiner Himmelslaube schon seit Jahren.","Txoritzar zital hori bere Zeruko Pergolaren azpiko lurra mehatxatzen aritu da urte luzez.","Sono anni, ormai, che quell'uccellaccio si è stabilito qui e ci terrorizza.","Ese pajarraco lleva años amenazando las tierras bajo su Pérgola Celeste.","Эта огромная злющая птица уже долгие годы держит в страхе весь лес под Небесным Шалашом.","あの大きな いじわる鳥は長いあいだ、空のあずまやから地上におりては、虫たちを こわがらせてきたんだ。","Aquele pássaro malvado tem sido uma ameaça à superfície debaixo da Pérgula Celeste há anos.","那只大坏鸟一直威胁着天之园下面的土地，已经很多年了。"
"It devoured many of my siblings... but I think it has something else in mind for your beau.","Moth","It devoured many of my siblings... but I think it has something else in mind for your beau.","Er hat viele meiner Geschwister verschlungen … aber mit deinem Schatz hat er wohl etwas ganz Besonderes vor.","Senide asko irentsi dizkit... baina uste dut bestelako asmoak dituela zure maitearentzat.","Ha divorato molti dei miei parenti... ma penso che abbia in mente qualcos'altro per il tuo amato.","Ha devorado a muchos de mis hermanos, pero creo que tiene otra cosa planeada para tu pareja.","Она столько моих родичей съела... Но, мне кажется, на твоего друга у нее другие планы.","ぼくの兄弟も たくさん あいつに食べられてしまった……でも きみの こいグモについては、食べるつもりで さらったんじゃ なさそうだ。","Ele já devorou muitos dos meus irmãos… mas acho que ele tem outros planos para o seu companheiro.","它吃掉了我的好几个兄弟姐妹……但是我觉得它抓你的情郎是另有打算。"
"The bird loves to collect blue gems, you see.","Moth","The bird loves to collect blue gems, you see.","Es ist so, dass dieser Vogel gern blaue Juwelen sammelt.","Txori horrek gogoko du harribitxi urdinak biltzea, izan ere.","Vedi, va matto per tutto ciò che è blu e luccica.","Resulta que al pájaro le encanta coleccionar gemas azules.","Шалашник коллекционирует синие камушки.","ほら。あの鳥は、青い石を あつめるのが だいすきだろう。","Esse pássaro adora coletar pedras preciosas azuis.","你看，那只鸟喜欢收集蓝宝石。"
"And that love of yours is the shiniest blue I've ever seen!","Moth","And that love of yours is the shiniest blue I've ever seen!","Und dein Geliebter hat die glänzendste blaue Farbe, die ich je gesehen hab!","Eta zure bikotearen urdina bezain distiratsurik ez dut aspaldian ikusi!","E il tuo fidanzato è di un blu assurdamente sgargiante!","¡Y ese novio tuyo es de lo más azul que he visto!","А твой возлюбленный как раз ослепительно синий!","きみの こいグモは、見たことがないくらい きれいな青色だからね！","E o seu amado tem uma coloração azul bastante atrativa!","而你爱人的颜色是我见过的最闪亮的蓝色！"
"Hmm... Come by my old nest, little buddy. I may have an idea!","Moth","Hmm... Come by my old nest, little buddy. I may have an idea!","Hmm … Schau bei meinem alten Nest vorbei, Buddy. Ich habe vielleicht eine Idee!","Hmm... Zatoz nire habia zaharrera, lagun txikia. Uste dut ideia bat daukadala!","Uhm... Vieni al mio vecchio bozzolo, amica mia. Forse ho un'idea!","Mmm... Pásate por mi viejo nido, amiguita. ¡Puede que tenga una idea!","Хм-м... А приходи-ка к моему старому гнезду! У меня есть идея!","ふうむ……そうだ。ぼくの むかしの すに おいで。思いついたぞ！","Hum… venha até o meu antigo ninho, amiguinha. Acho que tive uma ideia!","嗯……到我的旧巢来，小家伙。我有个主意！"
"Okay, so this big ball of silk may not look like much, but it was my home for a time.","Moth","Okay, so this big ball of silk may not look like much, but it was my home for a time.","Nun, dieser große Knäuel Seide sieht vielleicht nicht danach aus, aber eine Zeit lang war das mein Zuhause.","Begira, zetazko bola erraldoi honek ez du beste munduko itxurarik, baina aldi baterako nire etxea izan zen.","Questo bozzolo di seta ti sembrerà del tutto normale, ma è stato la mia casa per un po'.","A ver, puede que esta bola de seda no parezca gran cosa, pero viví en ella durante un tiempo.","Этот моток шелка выглядит не очень впечатляюще, но когда-то он был моим домом.","この大きな きぬの玉、パッとしないかも しれないけれど ぼくが むかし すんでいた ばしょなんだ。","Ok, essa grande bola de seda pode não parecer grande coisa, mas ela foi o meu lar por algum tempo.","好吧，这个大丝球可能看起来不太起眼，但我在这里住了好久。"
"The ants below have approached me with reckless plans to turn it into a ""heated air ship"" as part of their defence effort.","Moth","The ants below have approached me with reckless plans to turn it into a ""heated air ship"" as part of their defence effort.","Die Ameisen von unten haben mir von ihrem waghalsigen Plan erzählt, im Zuge ihrer Verteidigung ein „Luftschiff“ daraus zu machen.","Behean bizi diren inurriek ez naute bakean uzten, etengabe aurkezten dizkidate zetazko bola ""beroarekin mugituko den aireontzi"" bihurtzeko plan zoroak, haien babes-sistema gisa.","Le formiche qui sotto sono venute a trovarmi più volte, proponendomi di trasformarlo in una ""mongolfiera da guerra"".","Las hormigas de abajo me han explicado unas temerarias ideas para convertirla en un globo aerostático como parte de sus planes defensivos.","Муравьи пришли ко мне со смелой идеей превратить его в «воздушный корабль» для обороны от врагов.","下のほうに すんでいる アリたちは これを アズマヤドリと たたかうための飛行船（ひこうせん）に かいぞうしたいそうだ。むちゃなアイディアだ。","As formigas lá de baixo me abordaram com planos de transformá-la em um ""balão"" como parte do plano de defesa delas.","下面的蚂蚁们带着一个疯狂的计划找到了我，他们想把它改造成一个“热空气飞艇”，作为他们防御力量的一部分。"
"I've not let them try it so far, but perhaps a little recklessness is what we need right now.","Moth","I've not let them try it so far, but perhaps a little recklessness is what we need right now.","Bisher habe ich nicht zugestimmt, aber vielleicht brauchen wir gerade jetzt ein bisschen Wagemut.","Orain arte ez diet halakorik egiteko baimenik eman, baina baliteke zorakeria pittin bat izatea une honetan behar duguna.","È assurdo e ho sempre rifiutato, ma forse un piano disperato è proprio quello che ci serve.","No les he dejado hacerlo todavía, pero tal vez lo que necesitemos ahora sea un poco de temeridad.","Я еще не согласился, но, может быть, сейчас нам как раз и нужен такой смелый план.","これまでは ことわってきた。でも こうなったら、少しばかり むちゃをしなきゃ いけないかもね。","Achei o plano mirabolante demais, mas talvez esse seja o momento de arriscar.","到现在为止我还没允许他们尝试，不过也许我们现在正需要一点疯狂。"
"If you helped them build this ship, it could take you to the Sky Bower above to rescue your boyfriend!","Moth","If you helped them build this ship, it could take you to the Sky Bower above to rescue your boyfriend!","Wenn du ihnen beim Bau dieses Luftschiffs hilfst, könnte es dich zur Himmelslaube und zu deinem Freund bringen!","Ontzi hori eraikitzen laguntzen badiezu, goi hartan dagoen Zeruko Pergolaraino gidatuko zaitut, zure mutil-laguna erreskata dezazun.","Se le aiutassi a costruire la mongolfiera, potresti raggiungere il tuo fidanzato al Giaciglio celeste!","¡Si las ayudas a construir el globo, podría llevarte hasta la Pérgola Celeste para rescatar a tu novio!","Если ты подсобишь им с постройкой корабля, то сможешь попасть в Небесный Шалаш и спасти своего парня!","アリたちの飛行船（ひこうせん）づくりを てつだったら、空のあずまやに たどりついて きみの こいグモを たすけられるかも！","Se ajudar elas a construir o balão, você pode usá-lo para chegar à Pérgula Celeste e resgatar o seu namorado!","如果你帮他们造好飞艇，它就能带你飞到天之园，去解救你的男朋友！"
"Get help from the ants","Journal quest text","Get help from the ants","Hol dir die Hilfe der Ameisen","Lortu inurrien laguntza","Fatti aiutare dalle formiche","Consigue que las hormigas te ayuden","Попросить помощи у муравьев","アリに たすけを もとめる","Peça ajuda às formigas","得到蚂蚁的帮助"
"You'll need some fuel too of course. I'd look to the dung beetles on the hill for that.","Moth","You'll need some fuel too of course. I'd look to the dung beetles on the hill for that.","Du brauchst natürlich Treibstoff. Geh doch mal zu den Mistkäfern auf dem Hügel dort.","Erregairen bat ere beharko duzu, noski. Esango nuke inguru honetako erregairik onena muinoko kakalardoek biltzen duten gorotza dela.","Servirà anche del carburante. Per quello mi rivolgerei agli scarabei sulla collina.","Aunque también necesitarás combustible, claro. Para eso hablaría con los escarabajos peloteros de la colina.","Только тебе, конечно же, понадобится топливо. Я бы обратился за этим к навозным жукам с холма.","もちろん ねんりょうも いるね。おかの フンコロガシたちに たのむといい。","Ah, você provavelmente precisará de combustível. Acredito que os besouros da colina podem te ajudar nisso.","当然了，你还需要一些燃料。我建议去山上的蜣螂那里找找看。"
"Find some fuel","Journal quest text","Find some fuel","Finde Treibstoff","Bilatu erregaia","Trova del carburante","Encuentra combustible","Добыть топливо","ねんりょうを さがす","Encontre combustível","找到燃料"
"And naturally a guide is important for any adventure! Perhaps a bee? Nobody knows these skies better than them!","Moth","And naturally a guide is important for any adventure! Perhaps a bee? Nobody knows these skies better than them!","Natürlich ist ein Lotse bei so einem Abenteuer unerlässlich. Vielleicht eine Biene? Die kennen den Himmel am besten!","Eta jakina, edozein abenturak gida on bat eskatzen du! Erle bat, akaso? Inork ez ditu zeru-inguru hauek haiek baino hobeto ezagutzen!","E, naturalmente, avrai bisogno di una guida! Magari un'ape? Nessuno conosce i cieli meglio di loro!","Y, cómo no, ¡tener una guía es esencial en toda aventura! ¿Qué tal una abeja? ¡Nadie se conoce estos cielos como ellas!","Каждому путешественнику нужен проводник! Пчела вот как раз подойдет. Лучше, чем пчелы, небо никто не знает!","そして ぼうけんには ガイドが ひつようだ。ハチが いいんじゃない？　空については、だれよりも くわしいよ。","E, por fim, sempre é bom contar com um guia para qualquer aventura! Talvez uma abelha? Ninguém conhece melhor os céus do que elas!","当然，一个向导在任何冒险中都很重要！也许可以找蜜蜂？没人比他们更了解这片天空！"
"Befriend a guide","Journal quest text","Befriend a guide","Befreunde dich mit einem Lotsen","Egin gida baten lagun","Stringi amicizia con una guida","Hazte amiga de una guía","Подружиться с проводником","ガイドを なかまにする","Encontre um guia","跟向导交朋友"
"Yes!","Moth","Yes!","Ja!","Bai!","Sì!","¡Sí!","Да!","うん！","Isso!","很好！"
"This is a good plan!!","Moth","This is a good plan!!","Das ist ein guter Plan!","Plan ona da hau!!","È un ottimo piano!","¡Es un buen plan!","Отличный план!","いい けいかくだ！","Acho que temos um bom plano!","这是一个好计划！"
"Go on, little buddy, there's no time to waste!","Moth","Go on, little buddy, there's no time to waste!","Also los, Buddy. Es gibt keine Zeit zu verlieren!","Ekiozu, laguntxo, ez dugu galtzeko astirik!","Vai, mia piccola amica. Non c'è tempo da perdere!","Vamos, amiguita, ¡no hay tiempo que perder!","Иди, мой дружочек, нельзя терять ни минуты!","さあ 行くんだ おちびさん。いそぐんだよ！","Agora vá, amiguinha! Não há tempo a perder!","去吧，小家伙，没有时间可以浪费了！"
"Get out there! Make some friends, and save your love!","Moth","Get out there! Make some friends, and save your love!","Mach dich auf den Weg! Finde Freunde und rette deine Liebe!","Arakatu inguruak! Egin lagunak, eta salbatu zure maitea!","Parti all'avventura, trova degli amici e salva il tuo amato!","¡Sal de aquí! ¡Haz amigos y salva a tu amorcito!","Найди друзей и спаси своего любимого!","広い せかいに とびだすんだ。なかまを作って こいグモを すくいだせ！","Vá em frente! Faça alguns amigos e salve o seu amado!","到那里去！交一些朋友，拯救你的爱人！"
"I see you've befriended a royal from Canopy's Peak!","Moth","I see you've befriended a royal from Canopy's Peak!","Ich sehe, du hast im Kronendach eine royale Freundschaft geschlossen!","Ikusten dut Zuhaitzetako Gaineko erregetzaren lagun egin zarela!","Ti sei fatta amica una reale di Picco frondoso!","¡Veo que te has hecho amiga de la realeza de Cúspide del Dosel!","Вижу, ты нашла друзей в королевской семье на Вершине Кроны!","森のかんむりの 女王のいちぞくと、友だちに なったみたいだね。","Vejo que se tornou amiga da realeza no Alto das Copas!","看来你跟树冠之巅的一位皇室成员交上了朋友！"
"I expected the bees would be interested in your rescue effort.","Moth","I expected the bees would be interested in your rescue effort.","Ich habe geahnt, dass die Bienen an deiner Rettungsaktion interessiert sein würden.","Pentsatzen nuen bai erleei zure erreskate-ahaleginak interesatuko zitzaizkiela.","Immaginavo che le api avrebbero preso a cuore la tua causa.","Sabía que las abejas estarían interesadas en tu intento de rescate.","Я надеялся, что пчелы заинтересуются твоей спасательной операцией.","ハチたちなら きみの さくせんに きょうみを もつと 思っていたよ。","Sabia que as abelhas se interessariam em ajudá-la no resgate.","我就知道蜜蜂们会对你的营救行动感兴趣。"
"They've always fancied adventures through the sky.","Moth","They've always fancied adventures through the sky.","Für Abenteuer am Himmel sind sie immer zu haben.","Maite dituzte zeruan zeharko abenturak.","Hanno sempre avuto un debole per le avventure in cielo.","Siempre les han gustado las aventuras por los cielos.","Им всегда нравились приключения в небе.","かれらは、空の ぼうけんが だいすきだからね。","Elas adoram embarcar em aventuras pelos céus.","他们一直痴迷于天空探险。"
"Maybe this new princess will drive out the bird and build her hive over that horrible Sky Bower!","Moth","Maybe this new princess will drive out the bird and build her hive over that horrible Sky Bower!","Vielleicht vertreibt die neue Prinzessin diesen Vogel und baut ihren Stock über der schrecklichen Himmelslaube!","Agian printzesa berriak txoritzarra kanporatuko du, eta erlauntza berria eraikiko Zeruko Pergola zantar horren gainean!","Immagina se questa principessa riuscisse a scacciare quell'uccello e a colonizzare il Giaciglio celeste!","¡Tal vez esta nueva princesa expulse al pájaro y construya su colmena sobre esa horrible Pérgola Celeste!","Может быть, новая принцесса сможет прогнать птицу и построить там свой улей вместо этого ужасного Небесного Шалаша!","新しい王女さまは、鳥を おいだして、みにくい空のあずまやも かくれちゃうくらいの すを 作ってくれるかもしれない。","Talvez essa nova princesa consiga expulsar o pássaro e construir a colmeia dela na terrível Pérgula Celeste!","也许这个新的公主蜂能赶走那只鸟，并在恐怖的天之园上面建立她的蜂群！"
"That would be a happy day indeed!","Moth","That would be a happy day indeed!","Das wäre in der Tat ein frohes Ereignis!","Ospatzeko moduko eguna izango da hori!","Ah, sarebbe un giorno memorabile!","¡Sería algo digno de celebración!","Это будет лучший день в моей жизни!","そうなったら とても うれしいなあ！","Seria um dia inesquecível!","那绝对是让虫开心的一天！"
"Hi Buddy! These ants showed up just ahead of you.","Moth","Hi Buddy! These ants showed up just ahead of you.","Hey, Buddy! Diese Ameisen sind kurz vor dir hier aufgetaucht.","Aupa laguntxo! Inurri hauek zu iritsi baino une bat lehenago azaldu dira.","Ciao, amica! Queste formiche sono arrivate un attimo prima di te.","¡Hola, amiga! Estas hormigas han aparecido justo antes que tú.","Привет, подруга! Муравьи только что здесь были.","やあ おちびさん！　アリたちは もう来ているよ。","Oi, amiguinha! Essas formigas chegaram aqui um pouco antes de você.","嗨，芭蒂！那些蚂蚁比你先到了。"
"Made quick work of the tree!","Moth","Made quick work of the tree!","Haben mit dem Baum kurzen Prozess gemacht.","Bizkor amaitu dituzte zuhaitzeko lanak!","Sono state veloci a scalare l'albero!","¡Han acabado rápido con ese árbol!","Вмиг взобрались на дерево!","すごいスピードで、木の さぎょうを していったよ！","E tomaram conta da árvore!","在树上进行了一些快速工作！"
"They've been badgering me with these designs for ages, but I've not had the courage to let them try it.","Moth","They've been badgering me with these designs for ages, but I've not had the courage to let them try it.","Sie zeigen mir seit Ewigkeiten immer wieder neue Pläne, aber bisher hatte ich nicht den Mut, sie es versuchen zu lassen.","Aspaldian dabiltza diseinu horrekin bueltaka ni gogaitzen, baina gaur arte ez naiz inoiz ausartu baimena ematera.","Sono anni che mi tempestano di progetti di questo genere, ma non ho mai avuto il coraggio di lasciarle fare.","Llevan mucho tiempo dándome la lata con estos diseños, pero no me había atrevido a dejarlas intentarlo.","Они давно уже надоедали мне со своими планами, но я никак не мог набраться храбрости.","このデザインを ずっと おすすめされてたんだけど、ぼくは なかなか ゆうきが出なくてね。","Elas vêm me importunando com esses projetos há muito tempo, mas não tive coragem de dar o aval.","他们已经拿着那些计划跟我软磨硬泡了好几年了，但是我一直没勇气允许他们尝试。"
"I'm glad you're helping each other though. Their plans seem solid... even if they're too bold for me!","Moth","I'm glad you're helping each other though. Their plans seem solid... even if they're too bold for me!","Aber ich bin froh, dass ihr euch helft. Ihr Plan scheint solide zu sein, auch wenn er mir etwas zu waghalsig vorkommt.","Pozten nau elkar laguntzen ari zaretela ikusteak. Haien planak itxura ona dauka... nire gusturako setatsuegiak diren arren!","Sono felice che vi stiate aiutando a vicenda. Il loro è un buon piano... anche se un pelo troppo audace!","Me alegra que os hayáis ayudado mutuamente. Sus planes parecen de fiar..., ¡aunque sean muy atrevidos para mí!","Я рад, что вы помогаете друг другу. Мне кажется, план у них хороший... хоть и слишком смелый для меня!","ともかく きみたちが たすけあっているようで うれしいよ。アリたちの けいかくは しっかりしてそうだ……ぼくには ちょっとダイタンすぎるけどね！","Fico feliz que estejam se ajudando. Os planos delas parecem sólidos… mesmo que um tanto mirabolantes!","我很高兴你们能互相帮助。他们的计划看上去很靠谱……虽然对我来说还是太大胆了！"
"Wow! What a dramatic entrance!","Moth","Wow! What a dramatic entrance!","Oha, was für ein dramatischer Auftritt!","Hara! Hori bai sarrera dramatikoa!","Wow! Che entrata a effetto!","¡Vaya, qué entrada tan dramática!","Ух ты! Вот это драматичный выход!","わあ！　おどろいたな！","Uau! Que entrada explosiva!","哇！多么戏剧化的登场啊！"
"Looks like I have another new friend to share this tree with.","Moth","Looks like I have another new friend to share this tree with.","Offenbar teile ich diesen Baum jetzt mit einem neuen Freund.","Badirudi zuhaitz hau partekatzeko adiskide berri bat aurkitu dudala.","Sembra che dovrò condividere quest'albero con un nuovo amico.","Parece que tengo otro nuevo amigo con el que compartir este árbol.","Кажется, на этом дереве у меня появился новый друг.","また 新しい なかまを、木に おむかえすることに なりそうだね。","Arranjei mais um amigo com quem compartilhar essa árvore.","看来我多了一个可以分享这棵树的新朋友。"
"He doesn't seem to be leaving anytime soon.","Moth","He doesn't seem to be leaving anytime soon.","So schnell scheint er nicht gehen zu wollen.","Ez dirudi laster alde egiteko asmoa duenik.","Non mi pare che abbia fretta di andarsene.","No tiene pinta de que se vaya a ir pronto.","Похоже, он не собирается отсюда уходить.","とうぶん ここを はなれる気は なさそうだ。","Acho que ele não vai sair daqui tão cedo.","他看上去短时间内不会离开了。"
"And you have all the fuel you'd ever need to go save your boyfriend!","Moth","And you have all the fuel you'd ever need to go save your boyfriend!","Und du hast den nötigen Treibstoff, um deinen Freund zu retten.","Eta zuk mutil-laguna salbatzera joateko behar zenuen erregai guztia lortu duzu!","E tu hai tutto il carburante che ti serve per salvare il tuo fidanzato!","¡Y tienes todo el combustible que necesitas para ir a salvar a tu novio!","Теперь у тебя достаточно топлива, чтобы спасти своего возлюбленного!","こいグモを たすけに行くのに じゅうぶんすぎるほどの ねんりょうも、手に入ったじゃないか！","E agora você tem todo o combustível de que precisa pra salvar o seu namorado!","你已经有足够去救你男朋友的燃料啦！"
"This day is looking up for us, hey buddy?","Moth","This day is looking up for us, hey buddy?","Das ist ein guter Tag für uns, was, Buddy?","Gaurko eguna gure alde dugu, ezta, laguntxo?","Questo giorno ci sorride, eh, amica?","No va nada mal el día, ¿eh, amiga?","Подруга, похоже, это наш день.","ぼくらの ラッキーデーかも？","Esse dia tá saindo melhor que a encomenda, né, amiguinha?","这一天看上去越来越有希望了，是吧，小家伙？"
"Well buddy, it looks like you've got all you need to head out now.","Moth","Well buddy, it looks like you've got all you need to head out now.","Also, Buddy, du scheinst jetzt alles für deine Reise zu haben.","Tira, laguntxo, dirudienez behar duzun guztia daukazu erreskatera abiatzeko.","Beh, amica, finalmente hai tutto quello che ti serve per partire.","Bueno, amiga, parece que tienes todo lo que necesitas para partir ya.","Отлично, подруга! Кажется, у тебя есть все, что нужно для путешествия.","ひつようなものが すべて そろったみたいだね おちびさん。","Então, amiguinha, acho que você já tem tudo de que precisa pra seguir viagem.","好了，小家伙，你出发需要的东西应该准备齐了。"
"I wish you and your boyfriend a swift reunion!","Moth","I wish you and your boyfriend a swift reunion!","Hoffentlich bist du bald wieder mit deinem Freund vereint!","Mutil-lagunarekin elkartze atsegina opa dizut!","Ti auguro di riunirti presto al tuo amato!","¡Espero que tu novio y tú os reunáis pronto!","Желаю тебе и твоему любимому скорейшего воссоединения!","きみと こいグモが すぐに会えますように！","Espero que você e o seu namorado se reencontrem o quanto antes!","希望你和男朋友能早日重聚！"
"Good luck!","Moth","Good luck!","Viel Glück!","Zorte on!","Buona fortuna!","¡Buena suerte!","Удачи!","がんばって！","Boa sorte!","祝你好运！"
"Good luck on your journey!","Moth","Good luck on your journey!","Viel Glück auf deiner Reise!","Zorte on zure egitekoarekin!","Fai buon viaggio!","¡Buena suerte en tu viaje!","Хорошего пути!","きみの ぼうけんに こううんを！","Boa sorte na sua jornada!","祝你旅途顺利！"
"!!!","Golden orb weaver spider","!!!","!!!","!!!","!!!","¡¡!!","!!!","!!!","!!!","！！！"
"You found one of my webs!","Golden orb weaver spider","You found one of my webs!","Du hast eines meiner Netze gefunden!","Nire amaraunetako bat aurkitu duzu!","Hai trovato una delle mie ragnatele!","¡Has encontrado una de mis telarañas!","Ты нашла одну из моих паутин!","すを見つけられちゃったか！","Você encontrou uma das minhas teias!","你找到了我的一个网！"
"Bet you can't find my next one!","Golden orb weaver spider","Bet you can't find my next one!","Ich wette, das nächste findest du nicht!","Baina ezetz hurrengorik aurkitu!","Scommetto che non troverai mai la prossima!","¡Seguro que no puedes encontrar la siguiente!","Спорим, ты не сможешь отыскать еще одну!","でも つぎのは ぜったいに見つからないぞ！","Aposto que não consegue encontrar a próxima!","你肯定找不到下一个！"
