"game_lang_code","context","EN","DE","FR","IT","ES","RU","JP","PB","CN"
"You'll have to pull the Mech-Ant onto the bird's back with your webs!","Vlad the ant","Inurri Mekanikoa amaraunarekin txoriaren bizkarrera lotu beharko duzu!","Du musst die Robomeise mit deinen Netzen auf den Rücken des Vogels ziehen!","Tu vas devoir déployer la fourmi-méca sur le dos de l'oiseau avec tes toiles !","Devi calare la Formecha sul dorso del pennuto usando la tua tela!","¡Tendrás que llevar la mecahormiga a la espalda del pájaro con tus redes!","Затащи мехмура на спину птицы своей паутиной!","きみの糸を使って、メカアントを鳥のせなかに ひっぱりあげろ！","Use suas teias pra colocar a Formiga-mecânica nas costas do pássaro!","你要用你的网把机械蚁拉到那只鸟的背上！"
"Let's do this!","Vlad the ant","Ekin!","Packen wir’s an!","On y va !","Forza!","¡Vamos a ello!","Вперед!","やるぞ！","Vamos nessa!","我们开始吧！"
"I'm in position, get clear!","Generic soldier ant","Posizioan nago, kendu paretik!","Bin in Position, auf dem Weg!","Je suis en position, dégagez le terrain !","Sono in posizione! Largo, largo!","¡Estoy en posición, despejad la zona!","Я на позиции, берегись!","いちに ついたぞ。ばしょを開けろ！","Estou em posição! Abram espaço!","我已经就位了，清场！"
"Detaching Mech-Ant...","Generic soldier ant","Inurri Mekanikoa desmuntatzen...","Robomeise loslösen …","On détache la fourmi-méca...","Sgancio la Formecha...","Desacoplando mecahormiga...","Отсоединяю мехмура...","メカアント せつぞく かいじょ中……","Soltando a Formiga-mecânica…","正在派出机械蚁……"
"Now!","Generic soldier ant","Orain!","Jetzt!","Maintenant !","Ora!","¡Ya!","Готово!","今だ！","Agora!","现在！"
"We did it! The beast is grounded!","Generic soldier ant","Lortu dugu! Piztia eraitsi dugu!","Wir haben es geschafft! Das Untier ist am Boden!","On a réussi ! La bête est à terre !","Ce l'abbiamo fatta! Abbiamo bloccato la bestia!","¡Lo hemos conseguido! ¡Hemos derribado a la bestia!","Получилось! Зверь обезврежен!","やった！　けだものめ！　おちていったぞ！","Conseguimos! A fera foi derrubada!","我们成功了！这只禽兽被打败了！"
"What should we do with him now, Comrade?","Generic soldier ant","Zer egingo dugu orain berekin, burkide?","Was sollen wir jetzt mit ihm machen, Genossin?","Que doit-on faire de lui maintenant, camarade ?","Adesso che cosa ne facciamo di lui, compagna?","¿Qué deberíamos hacer ahora, camarada?","Товарищ, что будем с ним делать?","さあ、同志（どうし）。やつを どうしましょう？","O que fazer com ela agora, camarada?","同志，我们现在要怎么处理他？"
"We send him away!","Moth","Urrutira bidaliko dugu!","Wir schicken ihn fort!","Qu'on l'envoie loin d'ici !","Lo cacciamo via!","¡Lo expulsamos!","Скажем ему уйти отсюда!","おいだそう！","Vamos enxotá-la daqui!","我们把他赶走！"
"You hear me, bird?","Moth","Entzun, txoria?","Hörst du das, Vogel?","T'as entendu, le piaf ?","Mi hai sentita, uccellaccio?","¿Me escuchas, pájaro?","Слышишь меня, птица?","聞こえるか？　鳥よ。","Ouviu, pássaro?","听到了吗，大鸟？"
"You've burnt all your bridges here.","Moth","Amaitu da hemengo zure egonaldia.","Du hast hier alle Brücken hinter dir abgebrochen.","Tu as grillé toutes tes options de fuite.","Hai tirato troppo la corda.","Te has quedado sin opciones.","Ты сжег все мосты.","ぼくたちは もう おまえを ゆるさない。","Você não é mais bem-vindo aqui.","你已经把所有的后路都斩断了。"
"The bugs of this bush will not put up with you eating and kidnapping their friends!","Moth","Baso honetako zomorroek ez dute onartuko zuk beste inor jan edo bahitzerik!","Die Insekten dieses Waldes lassen es nicht mehr zu, dass du ihre Freunde entführst und frisst.","Les insectes de cette forêt ne te pardonneront jamais d'avoir enlevé et dévoré leurs amis !","Gli insetti di questa foresta sono stufi di te che mangi e rapisci i loro amici!","¡Los insectos de este bosque no van a tolerar que devores y secuestres a sus amigos!","Насекомые этого леса не потерпят, чтобы ты ел и похищал наших друзей!","ヤブの虫たちは たくさん なかまを食べられたり さらわれたりした。でも もう だまってないぞ！","Os insetos daqui não vão mais tolerar você devorando e sequestrando seus amigos!","本桉树的虫子们再也不会忍受你吃掉或者绑架我们的朋友了！"
"And now we have the means to defend ourselves.","Moth","Eta orain badugu nola defendatu.","Und jetzt sind wir auch in der Lage, uns zu verteidigen.","Et nous avons maintenant les moyens de nous défendre.","Ma ora abbiamo i mezzi per difenderci.","Y ahora disponemos de los medios para defendernos.","И теперь мы можем себя защитить.","じぶんたちを守ることも できる。","E agora temos como nos defender!","而且我们现在有了自保的能力。"
"You need to find a new land to call home.","Moth","Etxetzat hartzeko lur berri bat aurkitu beharko duzu.","Du musst dir ein neues Zuhause suchen.","Tu vas devoir aller habiter ailleurs.","Devi trovarti una nuova casa.","Tienes que buscarte otro sitio en el que vivir.","Найди себе новый дом!","おまえは、新しい ふるさとを さがすんだ。","Você precisa encontrar um novo lar.","你要重新找个地方安家了。"
"Maybe somewhere far away from here with more birds like you.","Moth","Agian hemendik urruti dagoen lurren bat, zu moduko txori gehiago daudena.","Irgendwo ganz weit weg, wo es mehr Vögel wie dich gibt.","Je te conseille de partir très loin d'ici, là où il y a d'autres oiseaux comme toi.","Un luogo lontano, dove vivere in mezzo ai tuoi simili.","Tal vez lejos de aquí haya un lugar con más pájaros como tú.","Улетай подальше отсюда, туда, где живут другие птицы вроде тебя.","ここから遠い どこかで。同じような鳥のいる ばしょで。","Talvez um lugar longe daqui, onde haja mais pássaros como você.","也许可以找个离这里远远的、有更多你的同类的地方。"
"Maybe somewhere you can finally find a friend...","Moth","Agian, azkenean, zuretzako lagun bat aurkitzeko moduko lekuren bat...","Vielleicht findest du auch irgendwo einen Freund.","Ou quelque part où tu pourras enfin te faire des amis...","Magari in un posto dove troverai finalmente un amico...","Un sitio en el que tal vez puedas encontrar un amigo por fin...","Куда-нибудь, где ты сможешь наконец найти друзей...","友とよべる ひとも いるかもしれない ばしょで……","Onde você possa encontrar um amigo…","也许在那里你终于能交到朋友了……"
"But you leave now!","Moth","Baina orain, ospa!","Aber jetzt verschwindest du!","Mais dans tous les cas, on ne veut plus te voir !","Ma ora vattene!","¡Pero tienes que irte ya!","Но убирайся немедленно!","でも今は ここを出ていけ！","Mas, por ora, você precisa partir!","但是你现在必须离开！"
"Before I change my mind...","Moth","Zoaz nik iritziz aldatu baino lehen...","Bevor ich es mir anders überlege …","Va-t'en, avant que je change d'avis...","Prima che cambi idea...","Antes de que cambie de opinión...","Пока я не передумал...","ぼくの気が かわる前に……","Antes que eu mude de ideia…","不然我就要改变主意了……"
"Oh my... that was scary!","Moth","Ene... ikaragarria izan da!","Oh, das war wirklich furchterregend!","Oh là là... J'ai eu une de ces peurs !","Oh, mamma... Che fifa!","Vaya..., ¡qué miedo he pasado!","Ох... это было очень страшно!","ああ……こわかった！","Minha nossa… isso foi assustador!","天啊……太吓人了！"
"I wasn't sure I'd be able to talk to him, but I did it!","Moth","Ez nuen uste berari hala hitz egiteko gai izango nintzenik, baina egin dut!","Ich hätte nicht gedacht, dass ich mit ihm reden kann, aber ich habe es geschafft!","Je n'étais pas sûr d'arriver à lui parler, mais j'ai réussi !","Non ero sicura che sarei riuscita a parlargli, ma ce l'ho fatta!","No estaba seguro de si sería capaz de hablar con él, ¡pero lo he conseguido!","Я не был уверен, что смогу пообщаться с ним, но у меня получилось!","あれと話をできる気が しなかった。でも、できたよ！","Achei que não teria coragem de falar com ele, mas eu consegui!","我都不确定自己敢跟他说话，但是我做到了！"
"Thank you, buddy.","Moth","Milesker, laguntxo.","Danke, Buddy.","Merci beaucoup, copine.","Grazie, amica mia.","Gracias, amiga.","Спасибо, подруга.","ありがとう。おちびさん。","Só tenho a agradecer, amiguinha.","谢谢你，小家伙。"
"And thank you too, buddy's boyfriend!","Moth","Eta milesker zuri ere, laguntxoaren mutil-lagun!","Und danke auch dir, Buddys Freund.","Et merci à toi aussi, le petit ami de ma copine !","E anche a te, fidanzato della mia amica!","¡Y gracias a ti, novio de mi amiga!","И спасибо тебе, парень подруги!","そして おちびさんの大切なきみにも ありがとう！","E a você também, amiguinho!","也谢谢你，小家伙的男朋友！"
"Your brave actions gave me the courage to finally stand up to that menace!","Moth","Zuen ekintza ausartek mehatxu horri aurre egiteko adorea eman didate!","Deine kühnen Taten haben mich dazu ermutigt, mich endlich dieser Plage zu stellen!","Vos actes héroïques m'ont donné le courage d'affronter enfin cette menace !","È merito del tuo eroismo, se ho trovato il coraggio di dire basta, ragnetta!","¡Tus intrépidos actos me han dado el valor necesario para plantar cara a esa amenaza!","Твоя храбрость дала мне силы противостоять этому злу!","きみたちに ゆうきを もらって ようやく あの おそろしい鳥に 立ちむかうことが できたよ。","Suas ações me deram a coragem necessária para enfrentar essa ameaça!","你们的英勇举动给了我勇气，让我终于敢面对那个祸害了！"
"Our home is a little bit safer today, thanks to you.","Moth","Gure etxea orain pixkat seguruagoa da, zuei esker.","Unsere Heimat ist dank dir ein bisschen sicherer geworden.","Grâce à vous, on est un peu plus en sécurité, maintenant.","Grazie a te, ora la nostra casa è più sicura.","Hoy, nuestro hogar es un poco más seguro gracias a ti.","Благодаря вам в нашем доме стало безопаснее.","ぼくらの くらしも ちょっぴり あんぜんに なった。ありがとう。","Nosso lar está um pouco mais seguro agora, graças a você.","多亏了你们，我们的家园更安全了一点。"
"Work has been tough since the fire ants raided.","Generic ant","Gogor lan egin behar izan dugu suzko inurrien oldarralditik hona.","Seit dem Überfall der Feuerameisen gibt es viel zu tun.","On travaille dur, depuis l'attaque des fourmis rouges.","Dopo l'attacco delle formiche rosse, non facciamo che sgobbare.","Hemos tenido mucho trabajo desde que atacaron las hormigas rojas.","После налета огненных муравьев у нас было много работы.","ヒアリに おそわれてからは キツい しごとばっかりだ。","Estamos trabalhando em dobro desde a invasão das formigas-de-fogo.","火蚁袭击后，我们的工作变得非常辛苦。"
"Comrade Freddy is the oldest ant in the nest!","Generic ant","Freddy burkidea habiako inurririk zaharrena da!","Genossin Freddy ist die älteste Ameise im Nest!","Camarade Freddy est la plus vieille fourmi de la fourmilière !","Il compagno Freddy è il più anziano del formicaio.","¡La camarada Freddy es la hormiga más anciana de la colonia!","Товарищ Фредди — самая старая жительница муравейника!","同志（どうし）フレディは、この すで 一番年上のアリなんだ。","A camarada Freddy é a formiga mais velha do ninho!","弗雷迪同志是蚁穴中最年长的蚂蚁！"
"She's an ANTique!","Generic ant","ANTZINurria da!","Sie ist eine greise Ameise!","C'est une FOURMI-llénaire !","Si vede... Non rispetta mai la fila!","¡No se anda con hormigueos!","Она просто доистомуравьическая!","アリえないぐらい長生きだよ！","É uma formiga de respeito!","她是只古蚁！"
"Gotta keep moving!","Generic ant","Ezin gelditu!","Muss in Bewegung bleiben!","Allez, on se bouge !","Non posso fermarmi!","¡Hay que seguir avanzando!","Нам пора идти!","しごとだ、しごと！","Não posso parar agora!","我要继续干活了！"
"Have you seen the Mech-Ant?","Generic ant","Ikusi duzu Inurri Mekanikoa?","Hast du die Robomeise gesehen?","As-tu vu la fourmi-méca ?","Hai visto la Formecha?","¿Has visto la mecahormiga?","Ты видела мехмура?","メカアントは見たかい？","Já viu a Formiga-mecânica?","你看到机械蚁了吗？"
"It's quite a marvel!","Generic ant","Zoragarria da!","Ein ganz schönes Wunder!","Elle est FOURMI-dable !","È meravigliosa!","¡Es toda una maravilla!","Великолепное зрелище!","なかなか すごいよな！","É uma belezinha, não acha?","真是个奇迹！"
"G'day!","Generic ant","Iep!","Hallöchen!","Bien le bonjour !","Buondì!","¡Buenas!","Привет!","よう！","Dia!","你好！"
"Can't talk right now, sorry!","Generic ant","Orain ezin dut hitz egin, barkatu!","Keine Zeit zum Reden, tut mir leid!","Je suis trop occupée pour parler, désolée !","Adesso non posso parlare, scusa!","¡No puedo hablar ahora, lo siento!","Извини, не могу сейчас говорить.","ごめん。今は いそがしい！","Não posso falar agora, desculpe!","现在不能聊天，抱歉！"
"I don't like leaving the nest.","Generic ant","Ez zait gustatzen habiatik ateratzea.","Ich verlasse das Nest nicht gern.","Je n'aime pas quitter la fourmilière.","Non mi piace uscire dal formicaio.","No me gusta salir de la colonia.","Я не люблю покидать муравейник.","すの 外に出るのは いやだな。","Eu não gosto de sair do ninho.","我不喜欢离开蚁穴。"
"I'm not very independANT","Generic ant","HABIAzuloa naiz","Ich bin keine Reise-Ameise.","Je préfère rester avec les autres fourmis.","Fuori è una giungla!","No vaya a ser que me fumiguen.","Я тут заМУРАВалась.","自立心アリってタイプじゃなくって……","Sou uma formiga bem caseira.","我不是特别独立的蚂蚁。"
"Reporting for duty!","Generic soldier ant","Hemen nator, lanerako prest!","Melde mich zum Dienst!","Au rapport !","A rapporto!","¡Lista para servir!","Пост приняла!","ちゃくにん いたしました！","Se apresentando!","向您报道！"
"We're going to show those fire ants!","Generic soldier ant","Suzko inurri horiei eskarmentua emango diegu!","Wir werden es diesen Feuerameisen zeigen!","On va montrer ce qu'on sait faire à ces fourmis rouges !","Le facciamo nere quelle formiche rosse!","¡Les vamos a enseñar quién manda a esas hormigas rojas!","Мы покажем этим огненным муравьям!","ヒアリどもに、思い知らせて やりましょう！","Vamos dar uma lição naquelas formigas-de-fogo!","我们要让那帮火蚁看看！"
"Ready to serve!","Generic soldier ant","Zure zerbitzura!","Bereit zum Dienst!","Prête à passer à l'action !","Pronta a servire!","¡Lista para servir!","Готова к труду и обороне!","しゅつどうじゅんびは できています！","Aguardando ordens!","随时待命！"
"Thanks for helping with the assembly.","Generic soldier ant","Eskerrik asko muntaketan laguntzeagatik,","Danke für deine Hilfe bei der Montage.","Merci de nous avoir aidées pour l'assemblage.","Grazie dell'aiuto con l'assemblaggio.","Gracias por ayudar con el montaje.","Спасибо за помощь со сборкой.","くみたての おてつだいに かんしゃいたします。","Valeu por ajudar na montagem.","谢谢你帮忙组装。"
"I'm still going through the checklist in here!","Generic soldier ant","oraindik egitekoen zerrenda osatzen nabil!","Ich gehe hier noch die Checkliste durch.","Je continue de vérifier ce qu'il y a sur la liste !","Sto ancora controllando che sia tutto in ordine!","¡Todavía estoy repasando la lista!","Я все еще проверяю список!","まだチェックリストを かくにん中です！","Ainda estou revisando os itens da lista!","我还在核对检查清单！"
"Hey buddy...","Moth","Epa, laguna...","Hey, Buddy.","Hé, copine...","Ehi, amica...","Oye, amiga...","Привет, подруга...","やあ おちびさん……","Oi, amiguinha…","嗨，小家伙……"
"I'm so sorry. I saw what happened to your boyfriend.","Moth","Sentitzen dut. Ikusi dut zer gertatu zaion zure mutil-lagunari.","Es tut mir so leid. Ich habe gesehen, was mit deinem Freund passiert ist.","Je suis désolé. j'ai vu ce qui est arrivé à ton petit ami.","Mi dispiace tanto. Ho visto cos'è successo al tuo fidanzato.","Lo siento mucho. He visto lo que le ha pasado a tu novio.","Я все видел. Мне очень жаль.","きみの こいグモさんのこと、見ていたよ。かわいそうに。","Sinto muito. Eu vi o que aconteceu com o seu namorado.","我看到你男朋友的事了。我很遗憾。"
"That big mean bird has been menacing the land below its Sky Bower for years.","Moth","Txoritzar zital hori bere Zeruko Pergolaren azpiko lurra mehatxatzen aritu da urte luzez.","Dieser fiese große Vogel terrorisiert das Land unter seiner Himmelslaube schon seit Jahren.","Ce méchant oiseau sème la terreur sous son Jardin céleste depuis des années.","Sono anni, ormai, che quell'uccellaccio si è stabilito qui e ci terrorizza.","Ese pajarraco lleva años amenazando las tierras bajo su Pérgola Celeste.","Эта огромная злющая птица уже долгие годы держит в страхе весь лес под Небесным Шалашом.","あの大きな いじわる鳥は長いあいだ、空のあずまやから地上におりては、虫たちを こわがらせてきたんだ。","Aquele pássaro malvado tem sido uma ameaça à superfície debaixo da Pérgula Celeste há anos.","那只大坏鸟一直威胁着天之园下面的土地，已经很多年了。"
"It devoured many of my siblings... but I think it has something else in mind for your beau.","Moth","Senide asko irentsi dizkit... baina uste dut bestelako asmoak dituela zure maitearentzat.","Er hat viele meiner Geschwister verschlungen … aber mit deinem Schatz hat er wohl etwas ganz Besonderes vor.","Il a dévoré nombre de mes semblables... mais je crois qu'il a d'autres intentions concernant ton copain.","Ha divorato molti dei miei parenti... ma penso che abbia in mente qualcos'altro per il tuo amato.","Ha devorado a muchos de mis hermanos, pero creo que tiene otra cosa planeada para tu pareja.","Она столько моих родичей съела... Но, мне кажется, на твоего друга у нее другие планы.","ぼくの兄弟も たくさん あいつに食べられてしまった……でも きみの こいグモについては、食べるつもりで さらったんじゃ なさそうだ。","Ele já devorou muitos dos meus irmãos… mas acho que ele tem outros planos para o seu companheiro.","它吃掉了我的好几个兄弟姐妹……但是我觉得它抓你的情郎是另有打算。"
"The bird loves to collect blue gems, you see.","Moth","Txori horrek gogoko du harribitxi urdinak biltzea, izan ere.","Es ist so, dass dieser Vogel gern blaue Juwelen sammelt.","Ce satané oiseau aime collectionner les gemmes bleues, vois-tu.","Vedi, va matto per tutto ciò che è blu e luccica.","Resulta que al pájaro le encanta coleccionar gemas azules.","Шалашник коллекционирует синие камушки.","ほら。あの鳥は、青い石を あつめるのが だいすきだろう。","Esse pássaro adora coletar pedras preciosas azuis.","你看，那只鸟喜欢收集蓝宝石。"
"And that love of yours is the shiniest blue I've ever seen!","Moth","Eta zure bikotearen urdina bezain distiratsurik ez dut aspaldian ikusi!","Und dein Geliebter hat die glänzendste blaue Farbe, die ich je gesehen hab!","Et ton petit compagnon est d'un bleu absolument saisissant !","E il tuo fidanzato è di un blu assurdamente sgargiante!","¡Y ese novio tuyo es de lo más azul que he visto!","А твой возлюбленный как раз ослепительно синий!","きみの こいグモは、見たことがないくらい きれいな青色だからね！","E o seu amado tem uma coloração azul bastante atrativa!","而你爱人的颜色是我见过的最闪亮的蓝色！"
"Hmm... Come by my old nest, little buddy. I may have an idea!","Moth","Hmm... Zatoz nire habia zaharrera, lagun txikia. Uste dut ideia bat daukadala!","Hmm … Schau bei meinem alten Nest vorbei, Buddy. Ich habe vielleicht eine Idee!","Hmm... Viens me voir dans mon nid, chère copine. J'ai peut-être une idée !","Uhm... Vieni al mio vecchio bozzolo, amica mia. Forse ho un'idea!","Mmm... Pásate por mi viejo nido, amiguita. ¡Puede que tenga una idea!","Хм-м... А приходи-ка к моему старому гнезду! У меня есть идея!","ふうむ……そうだ。ぼくの むかしの すに おいで。思いついたぞ！","Hum… venha até o meu antigo ninho, amiguinha. Acho que tive uma ideia!","嗯……到我的旧巢来，小家伙。我有个主意！"
"Okay, so this big ball of silk may not look like much, but it was my home for a time.","Moth","Begira, zetazko bola erraldoi honek ez du beste munduko itxurarik, baina aldi baterako nire etxea izan zen.","Nun, dieser große Knäuel Seide sieht vielleicht nicht danach aus, aber eine Zeit lang war das mein Zuhause.","Bon, cette grosse boule de soie ne paie pas de mine, mais c'était ma maison pendant un certain temps.","Questo bozzolo di seta ti sembrerà del tutto normale, ma è stato la mia casa per un po'.","A ver, puede que esta bola de seda no parezca gran cosa, pero viví en ella durante un tiempo.","Этот моток шелка выглядит не очень впечатляюще, но когда-то он был моим домом.","この大きな きぬの玉、パッとしないかも しれないけれど ぼくが むかし すんでいた ばしょなんだ。","Ok, essa grande bola de seda pode não parecer grande coisa, mas ela foi o meu lar por algum tempo.","好吧，这个大丝球可能看起来不太起眼，但我在这里住了好久。"
"The ants below have approached me with reckless plans to turn it into a ""heated air ship"" as part of their defence effort.","Moth","Behean bizi diren inurriek ez naute bakean uzten, etengabe aurkezten dizkidate zetazko bola ""beroarekin mugituko den aireontzi"" bihurtzeko plan zoroak, haien babes-sistema gisa.","Die Ameisen von unten haben mir von ihrem waghalsigen Plan erzählt, im Zuge ihrer Verteidigung ein „Luftschiff“ daraus zu machen.","Les fourmis vivant en dessous sont venues me présenter un plan audacieux consistant à la transformer en « ballon d'air chaud » pour l'utiliser comme mode de défense.","Le formiche qui sotto sono venute a trovarmi più volte, proponendomi di trasformarlo in una ""mongolfiera da guerra"".","Las hormigas de abajo me han explicado unas temerarias ideas para convertirla en un globo aerostático como parte de sus planes defensivos.","Муравьи пришли ко мне со смелой идеей превратить его в «воздушный корабль» для обороны от врагов.","下のほうに すんでいる アリたちは これを アズマヤドリと たたかうための飛行船（ひこうせん）に かいぞうしたいそうだ。むちゃなアイディアだ。","As formigas lá de baixo me abordaram com planos de transformá-la em um ""balão"" como parte do plano de defesa delas.","下面的蚂蚁们带着一个疯狂的计划找到了我，他们想把它改造成一个“热空气飞艇”，作为他们防御力量的一部分。"
"I've not let them try it so far, but perhaps a little recklessness is what we need right now.","Moth","Orain arte ez diet halakorik egiteko baimenik eman, baina baliteke zorakeria pittin bat izatea une honetan behar duguna.","Bisher habe ich nicht zugestimmt, aber vielleicht brauchen wir gerade jetzt ein bisschen Wagemut.","Jusque-là, j'ai toujours refusé, mais peut-être qu'un peu d'audace est exactement ce dont nous avons besoin.","È assurdo e ho sempre rifiutato, ma forse un piano disperato è proprio quello che ci serve.","No les he dejado hacerlo todavía, pero tal vez lo que necesitemos ahora sea un poco de temeridad.","Я еще не согласился, но, может быть, сейчас нам как раз и нужен такой смелый план.","これまでは ことわってきた。でも こうなったら、少しばかり むちゃをしなきゃ いけないかもね。","Achei o plano mirabolante demais, mas talvez esse seja o momento de arriscar.","到现在为止我还没允许他们尝试，不过也许我们现在正需要一点疯狂。"
"If you helped them build this ship, it could take you to the Sky Bower above to rescue your boyfriend!","Moth","Ontzi hori eraikitzen laguntzen badiezu, goi hartan dagoen Zeruko Pergolaraino gidatuko zaitut, zure mutil-laguna erreskata dezazun.","Wenn du ihnen beim Bau dieses Luftschiffs hilfst, könnte es dich zur Himmelslaube und zu deinem Freund bringen!","Si tu les aides à finaliser le vaisseau, il pourrait t'aider à grimper jusqu'au Jardin céleste pour sauver ton compagnon !","Se le aiutassi a costruire la mongolfiera, potresti raggiungere il tuo fidanzato al Giaciglio celeste!","¡Si las ayudas a construir el globo, podría llevarte hasta la Pérgola Celeste para rescatar a tu novio!","Если ты подсобишь им с постройкой корабля, то сможешь попасть в Небесный Шалаш и спасти своего парня!","アリたちの飛行船（ひこうせん）づくりを てつだったら、空のあずまやに たどりついて きみの こいグモを たすけられるかも！","Se ajudar elas a construir o balão, você pode usá-lo para chegar à Pérgula Celeste e resgatar o seu namorado!","如果你帮他们造好飞艇，它就能带你飞到天之园，去解救你的男朋友！"
"Get help from the ants","Journal quest text","Lortu inurrien laguntza","Hol dir die Hilfe der Ameisen","Obtiens l'aide des fourmis","Fatti aiutare dalle formiche","Consigue que las hormigas te ayuden","Попросить помощи у муравьев","アリに たすけを もとめる","Peça ajuda às formigas","得到蚂蚁的帮助"
"You'll need some fuel too of course. I'd look to the dung beetles on the hill for that.","Moth","Erregairen bat ere beharko duzu, noski. Esango nuke inguru honetako erregairik onena muinoko kakalardoek biltzen duten gorotza dela.","Du brauchst natürlich Treibstoff. Geh doch mal zu den Mistkäfern auf dem Hügel dort.","Tu vas aussi avoir besoin de carburant, bien sûr. À mon avis, tu peux voir ça avec les bousiers de la colline.","Servirà anche del carburante. Per quello mi rivolgerei agli scarabei sulla collina.","Aunque también necesitarás combustible, claro. Para eso hablaría con los escarabajos peloteros de la colina.","Только тебе, конечно же, понадобится топливо. Я бы обратился за этим к навозным жукам с холма.","もちろん ねんりょうも いるね。おかの フンコロガシたちに たのむといい。","Ah, você provavelmente precisará de combustível. Acredito que os besouros da colina podem te ajudar nisso.","当然了，你还需要一些燃料。我建议去山上的蜣螂那里找找看。"
"Find some fuel","Journal quest text","Bilatu erregaia","Finde Treibstoff","Trouve du carburant","Trova del carburante","Encuentra combustible","Добыть топливо","ねんりょうを さがす","Encontre combustível","找到燃料"
"And naturally a guide is important for any adventure! Perhaps a bee? Nobody knows these skies better than them!","Moth","Eta jakina, edozein abenturak gida on bat eskatzen du! Erle bat, akaso? Inork ez ditu zeru-inguru hauek haiek baino hobeto ezagutzen!","Natürlich ist ein Lotse bei so einem Abenteuer unerlässlich. Vielleicht eine Biene? Die kennen den Himmel am besten!","Et bien entendu, un guide est indispensable pour partir à l'aventure ! Peut-être une abeille ? Elles connaissent les cieux comme personne !","E, naturalmente, avrai bisogno di una guida! Magari un'ape? Nessuno conosce i cieli meglio di loro!","Y, cómo no, ¡tener una guía es esencial en toda aventura! ¿Qué tal una abeja? ¡Nadie se conoce estos cielos como ellas!","Каждому путешественнику нужен проводник! Пчела вот как раз подойдет. Лучше, чем пчелы, небо никто не знает!","そして ぼうけんには ガイドが ひつようだ。ハチが いいんじゃない？　空については、だれよりも くわしいよ。","E, por fim, sempre é bom contar com um guia para qualquer aventura! Talvez uma abelha? Ninguém conhece melhor os céus do que elas!","当然，一个向导在任何冒险中都很重要！也许可以找蜜蜂？没人比他们更了解这片天空！"
"Befriend a guide","Journal quest text","Egin gida baten lagun","Befreunde dich mit einem Lotsen","Trouve un guide","Stringi amicizia con una guida","Hazte amiga de una guía","Подружиться с проводником","ガイドを なかまにする","Encontre um guia","跟向导交朋友"
"Yes!","Moth","Bai!","Ja!","Oui !","Sì!","¡Sí!","Да!","うん！","Isso!","很好！"
"This is a good plan!!","Moth","Plan ona da hau!!","Das ist ein guter Plan!","C'est une bonne idée !","È un ottimo piano!","¡Es un buen plan!","Отличный план!","いい けいかくだ！","Acho que temos um bom plano!","这是一个好计划！"
"Go on, little buddy, there's no time to waste!","Moth","Ekiozu, laguntxo, ez dugu galtzeko astirik!","Also los, Buddy. Es gibt keine Zeit zu verlieren!","Allez copine, pas de temps à perdre !","Vai, mia piccola amica. Non c'è tempo da perdere!","Vamos, amiguita, ¡no hay tiempo que perder!","Иди, мой дружочек, нельзя терять ни минуты!","さあ 行くんだ おちびさん。いそぐんだよ！","Agora vá, amiguinha! Não há tempo a perder!","去吧，小家伙，没有时间可以浪费了！"
"Get out there! Make some friends, and save your love!","Moth","Arakatu inguruak! Egin lagunak, eta salbatu zure maitea!","Mach dich auf den Weg! Finde Freunde und rette deine Liebe!","Pars à l'aventure ! Fais-toi des amis, et sauve ton amoureux !","Parti all'avventura, trova degli amici e salva il tuo amato!","¡Sal de aquí! ¡Haz amigos y salva a tu amorcito!","Найди друзей и спаси своего любимого!","広い せかいに とびだすんだ。なかまを作って こいグモを すくいだせ！","Vá em frente! Faça alguns amigos e salve o seu amado!","到那里去！交一些朋友，拯救你的爱人！"
"I see you've befriended a royal from Canopy's Peak!","Moth","Ikusten dut Zuhaitzetako Gaineko erregetzaren lagun egin zarela!","Ich sehe, du hast im Kronendach eine royale Freundschaft geschlossen!","Je vois que tu as fait la rencontre de la famille royale du Pic de la canopée !","Ti sei fatta amica una reale di Picco frondoso!","¡Veo que te has hecho amiga de la realeza de Cúspide del Dosel!","Вижу, ты нашла друзей в королевской семье на Вершине Кроны!","森のかんむりの 女王のいちぞくと、友だちに なったみたいだね。","Vejo que se tornou amiga da realeza no Alto das Copas!","看来你跟树冠之巅的一位皇室成员交上了朋友！"
"I expected the bees would be interested in your rescue effort.","Moth","Pentsatzen nuen bai erleei zure erreskate-ahaleginak interesatuko zitzaizkiela.","Ich habe geahnt, dass die Bienen an deiner Rettungsaktion interessiert sein würden.","Je me doutais que les abeilles seraient intéressées par ta mission de sauvetage.","Immaginavo che le api avrebbero preso a cuore la tua causa.","Sabía que las abejas estarían interesadas en tu intento de rescate.","Я надеялся, что пчелы заинтересуются твоей спасательной операцией.","ハチたちなら きみの さくせんに きょうみを もつと 思っていたよ。","Sabia que as abelhas se interessariam em ajudá-la no resgate.","我就知道蜜蜂们会对你的营救行动感兴趣。"
"They've always fancied adventures through the sky.","Moth","Maite dituzte zeruan zeharko abenturak.","Für Abenteuer am Himmel sind sie immer zu haben.","Elles ont toujours aimé les aventures célestes.","Hanno sempre avuto un debole per le avventure in cielo.","Siempre les han gustado las aventuras por los cielos.","Им всегда нравились приключения в небе.","かれらは、空の ぼうけんが だいすきだからね。","Elas adoram embarcar em aventuras pelos céus.","他们一直痴迷于天空探险。"
