"ID","English","English Asia","French","German","Spanish","Portuguese","Russian","Japanese","Korean","Chinese (traditional)","Chinese (simplified)",@
"trinket_incense_pickup","You found some Incense!
This stuff smells very strong...","You found some Incense!
This stuff smells very strong...","Tu as trouvé de l'Encens !
Son odeur est très prononcée...","Du hast etwas Weihrauch gefunden!
Dieses Zeug riecht aber stark ...","Intsentsu pixka bat aurkitu duzu!
Oso usain sarkorra dauka...","Você encontrou Incenso!
O cheiro é bem forte...","Вы нашли ладан!
Источает резкий аромат...","お香を見つけた！
すごいにおいだ…","향을 찾았다!
냄새가 정말 강렬하다...","你找到一些香！
這東西聞起來非常濃烈...","你找到了几柱香！
这玩意的味道还真冲……",@
"trinket_incense_name","Incense","Incense","Encens","Weihrauch","Intsentsua","Incenso","Ладан","お香","향","香","熏香",@
"trinket_incense_desc","An incense used in ancient rituals to aid the dead in their passage to the next life, and to mask the stench of corpses in the embalming process.
The label on the side reads:
<i>Incense of atonement. Perfect for masking that rotting corpse smell!</i>","An incense used in ancient rituals to aid the dead in their passage to the next life, and to mask the stench of corpses in the embalming process.
The label on the side reads ""Incense of atonement. Perfect for masking that rotting corpse smell!""","Encens utilisé lors d'anciens rituels pour aider les morts dans leur passage vers la vie d'après (et aussi pour masquer la pestilence des cadavres pendant l'embaumement).
Sur le côté, une étiquette indique : ""Encens de rédemption. Idéal pour masquer la pestilence des corps putréfiés !""","Dieser Weihrauch wurde in alten Ritualen verwendet, um den Toten den Übergang ins Jenseits zu erleichtern und um beim Einbalsamieren den Leichengeruch zu überdecken.
Auf dem Etikett an der Seite steht: „Weihrauch der Buße. Maskiert perfekt den Geruch verwesender Leichen.“","Hildakoei hurrengo bizira igarotzen laguntzeko antzinako errituetan erabiltzen zen intsentsua, eta baita gorpuak baltsamatzeko prozesuan kiratsa maskaratzeko ere.
Albo batera duen etiketak dio:
<i>Damutze-intsentsua. Ezin hobea hilotz ustelduen kiratsa maskaratzeko!</i>","Incenso usado em rituais antigos para ajudar os mortos em sua passagem para a próxima vida e mascarar o odor dos cadáveres no processo de embalsamamento.
O rótulo na lateral diz: ""Incenso da expiação. Perfeito para mascarar o odor de cadáver em decomposição!""","В древности ладан использовали в ритуалах, чтобы помочь мертвым отправиться в новую жизнь, а также в бальзамировании, чтобы заглушить вонь тела.
Этикетка сбоку: «Ладан искупления. Отлично перебивает запах разлагающейся плоти!»","死者を無事来世に送り届けるために、また、防腐処理中に死体の悪臭を隠すために、古の儀式で使われたお香。
横のラベルに“贖罪のお香。死体の腐敗臭をごまかすのにもってこい！”と書かれている。","향은 망자들이 내세로 가는 것을 돕는 고대의 의식에서 쓰였으며, 그 시체를 방부처리하는 데 나던 악취를 막는 데 쓰였다.
옆에 이렇게 적혀있다 ""속죄의 향. 썩은 시체 냄새를 막는 데 완벽!""","用在古代協助亡者通往來世的儀式上，同時在防腐過程中掩蓋屍臭。
貼在側邊的標籤寫著 ""贖罪香。完美掩蓋腐爛的屍臭！""","古时仪式所燃之香，帮助死者顺利往生，同时也被用来掩盖尸体防腐过程中散发的恶臭味。
侧面有个标签，上面写道“赎罪之香。最适于掩盖腐尸臭味！”",@
"trinket_photo_pickup","You found an Old Photograph!
What a lovely couple! [beat]I wonder if they lived happily ever after...?","You found an Old Photograph!
What a lovely couple! [beat]I wonder if they lived happily ever after...?","Tu as trouvé une Vieille Photo !
Quel joli couple ! [beat]Ont-ils vécu heureux et eurent-ils beaucoup d'enfants ?","Du hast eine alte Fotografie gefunden!
Was für ein schönes Paar! [beat]Ob sie wohl für immer glücklich zusammen gelebt haben?","Argazki zahar bat aurkitu duzu!
Zeinen bikote maitagarria! [beat]Bizitza zoriontsua izan ote zuten...?","Você encontrou uma Fotografia Antiga!
Que belo casal! [beat]Será que viveram felizes para sempre?","Вы нашли старую фотографию!
Какая милая пара! [beat]Интересно, они жили долго и счастливо?..","古い写真を見つけた！
なんと愛らしいカップルだろう！ [beat]ふたりは幸せに暮らしたのだろうか…？","낡은 사진을 찾았다!
멋진 한 쌍이다! [beat]행복하게 잘 살았을까...?","你找到一張舊相片！
多麼恩愛的一對！ [beat]我想知道他們以後是不是過著幸福的生活...？","你找到了一张老照片！
真是天造地设的一对！[beat]他们有没有过上童话般幸福快乐的生活呢……？",@
"trinket_photo_name","Old Photograph","Old Photograph","Vieille Photo","Alte Fotografie","Argazki zaharra","Fotografia Antiga","Старая фотография","古い写真","낡은 사진","舊相片","老照片",@
"trinket_photo_desc","An old sun-damaged photo of a couple at their wedding.
A treasured memory of better times.
It looks like someone might have used it to draw on...","An old sun-damaged photo of a couple at their wedding.
A treasured memory of better times.
It looks like someone might have used it to draw on...","Vieille photographie d'un couple le jour de leur mariage.
Un précieux souvenir d'une époque heureuse.
On dirait que quelqu'un s'en est servi pour dessiner dessus...","Ein altes, sonnengebleichtes Foto von einem Brautpaar bei der Hochzeit.
Eine kostbare Erinnerung an bessere Zeiten.
Sieht aus, als hätte jemand darauf gekritzelt.","Bikote baten ezkontzako argazia, eguzkiak maiztua.
Garai hobeen oroitzapen preziatua.
Badirudi norbaitek gainean margotzeko erabili duela...","Foto antiga, danificada pelo sol, de um casal em sua cerimônia de casamento.
Uma recordação de tempos melhores.
Parece que alguém desenhou algo aqui...","Старое выцветшее фото новобрачных.
Драгоценная память о лучших временах.
Похоже, кто-то использовал ее как черновик...","日焼けした古い写真。結婚式の日に撮影されたものだ。
今よりもいい時代の、宝物のような思い出。
誰かが落書きするのに使ったようだ…","부부 한 쌍이 결혼식 때 찍은 사진이 햇빛에 바래져있다.
좋았던 때의 기억이다.
누군가가 의지하고 있던 물건 같다...","一張夫婦在結婚時拍的褪色舊照片。
美好時刻的珍貴記憶。
好像有人用它來畫畫...","一张褪色的老照片，是一对新人的结婚照。
算是旧日好时光的一份宝贵记忆。
看上去似乎有人在上面写写画画来着……",@
"trinket_elixir_pickup","You found a Sludge Filled Urn!
Despite being almost black, the liquid somehow emanates a strange glow[beat], weird!","You found a Sludge Filled Urn!
Despite being almost black, the liquid somehow emanates a strange glow[beat], weird!","Tu as trouvé une Urne Pleine de Vase !
Une étrange lueur semble émaner du liquide presque noir, c'est... [beat]bizarre !","Du hast eine Urne voll Schlamm gefunden!
Die Flüssigkeit ist fast schwarz und gibt doch ein seltsames Leuchten von sich.[beat] Wie merkwürdig!","Lokatzez betetako ontzi bat aurkitu duzu!
Ia erabat beltza izan arren, barneko likidoak distira berezi bat barreiatzen du[beat], bitxia!","Você encontrou uma Urna Cheia de Lodo!
Apesar de ser quase preto, o líquido, de certa forma, emana um brilho estranho.[beat] Que estranho!","Вы нашли урну со слизью!
Несмотря на свой черный цвет, содержимое излучает странное сияние —[beat] чудеса!","ヘドロの詰まった骨ツボを見つけた！
色はほとんど漆黒だが、なかの液体が奇妙な光を発している。[beat]なんだこれ！","진흙으로 채워진 항아리를 발견했다!
거의 검은 색에 가까운데, 그 안의 진흙은 어째서인지 기이한 빛을 발하고 있다.[beat] 기이하도다!","你找到一個充滿爛泥的甕！
儘管幾乎是黑的，裡面的液體卻因為某種未知原因散發出奇異的光亮[beat]，真是詭異！","你找到了一个充满黏液的汤盅！
黏液虽然颜色漆黑，却似乎在微微发光[beat]，真奇怪！",@
"trinket_elixir_name","Sludge-Filled Urn","Sludge-Filled Urn","Urne Pleine de Vase","Urne voll Schlamm","Lokatzez betetako ontzia","Urna Cheia de Lodo","Урна со слизью","ヘドロの詰まった骨ツボ","진흙으로 채워진 항아리","充滿爛泥的甕","充满黏液的汤盅",@
"trinket_elixir_desc","An ornate Urn containing some kind of viscous sludge.
Even when the bottle is at rest, the sludge writhes as if imbued with some life of its own.
Better not to ask what it's made from...","An ornate Urn containing some kind of viscous sludge.
Even when the bottle is at rest, the sludge writhes as if imbued with some life of its own.
Better not to ask what it's made from...","Urne décorée contenant une sorte de vase visqueuse.
Même quand le récipient est posé, la vase s'agite comme si elle était vivante.
Mieux vaut ne pas savoir ce que c'est...","Eine verzierte Urne, die eine Art zähen Schlamm enthält.
Selbst wenn das Gefäß nicht bewegt wird, schwappt der Schlamm umher, als würde er ein Eigenleben führen.
Man will gar nicht wissen, was das für ein Zeug ist.","Lokatz likatsu moduko batez betetako ontzi apaingarriduna.
Ontzia geldi utzita ere, lokatza kiribildu egiten da, bizia eman baliote bezala.
Hobe zertaz egina dagoen ez galdetzea...","Urna decorada contendo algum tipo de lodo viscoso.
Mesmo com o recipiente parado, o lodo se mexe como se tivesse vida própria.
É melhor você não saber do que é feito...","Расписная урна, в которой хранится какая-то липкая слизь.
Даже в состоянии покоя слизь извивается, словно в ней течет жизнь.
Лучше не знать, из чего она...","ドロドロしたヘドロのようなものが入った、華美な骨ツボ。
どこかに安置しておいても、なかのヘドロがまるで生きているかのように身もだえしている。
正体は知らないほうがよさそうだ…","끈적거리는 진흙으로 채워진 장식된 항아리.
항아리 자체는 미동이 없지만, 그 안의 진흙은 마치 생명이 있는 것 처럼 부들거린다.
무엇으로 만들어졌는 지 물어보지 않는 게 좋겠다...","一個裝滿了某種黏性爛泥的華麗甕。
即使整個甕保持靜止，爛泥也會不時扭動，彷彿它充滿了自己的生命。
最好別問它是用什麼製成的...","一个装饰华丽的罐子，里面装满了某种黏糊糊的液体。
即使没人去碰这罐子，里面的黏液也会微微搅动，好像被注入了生命一般。
最好还是别深究它的来源为妙……",@
"trinket_coin_pickup","You found a Token of Death!
Ancient cultures used to place these over the eyes of the deceased, as a payment to the God of Death for ferrying them to the afterlife.
People from ancient cultures must have had big eyes...","You found a Token of Death!
Ancient cultures used to place these over the eyes of the deceased, as a payment to the God of Death for ferrying them to the afterlife.
People from ancient cultures must have had big eyes...","Tu as trouvé un Jeton de Mort !
D'anciennes cultures plaçaient ces jetons sur les yeux des défunts, pour payer au Dieu de la Mort leur passage vers l'au-delà.
Les gens des anciennes cultures devaient avoir de très gros yeux...","Du hast eine Totenmünze gefunden!
Alte Kulturen haben diese Münzen auf die Augen der Toten gelegt – als Bezahlung für den Totengott, der sie auf seiner Fähre ins Jenseits beförderte.
Die Leute aus den alten Kulturen müssen sehr große Augen gehabt haben.","Herioren fitxa bat aurkitu duzu!
Antzinako kulturek fitxa hauek ezartzen zituzten hildakoen begi gainetan, heriotzaren jainkoek hildakoa beste mundura eramateko ordainsari gisa.
Antzinako kulturetako jendeak begi handia behar zituen izan...","Você encontrou uma Moeda da Morte!
Em culturas antigas, estes objetos eram colocados sobre os olhos dos mortos como pagamento ao deus da morte pelo transporte para o além-vida.
O pessoal de antigamente devia ter olhos bem grandes...","Вы нашли монету покойника!
В древние времена монеты клали на глаза усопшему, чтобы заплатить Богу смерти за переправу в загробную жизнь.
Должно быть, у древних людей были большие глаза...","死のコインを見つけた！
古代文明では、死者の両眼の上にのせていた。死者が渡し賃としてこれを死の神に渡し、無事に死後の世界に行けるようにするためだ。
昔の人々はとても大きな眼をしていたにちがいない…","노잣돈를 얻었다!
고대 문명에서는 이 돈을 죽은 사람의 눈 위에 두어, 죽음의 신이 내세로 갈 때의 여비로 사용하게 하곤 했다.
고대 문명의 사람들은 눈이 정말로 컸었던 것 같다...","你發現一枚死神的代幣！
在古代文化裡用來擺放在亡者眼睛上的錢幣，當作死神划船帶他們前往來世的代價。
來自古代文化的人一定有一對大眼睛...","你找到了一枚死神古币！
古时人们常把这种钱币放在亡者双眼上，用于支付死神为亡者往生之旅接引摆渡的路费。
古时的人们眼睛一定都不小……",@
"trinket_coin_name","Token of Death","Token of Death","Jeton de Mort","Totenmünze","Herioren fitxa","Moeda da Morte","Монета покойника","死のコイン","노잣돈","死神的代幣","死神古币",@
"trinket_coin_desc","A coin that used to be placed over the eyes of the deceased in ancient funeral rituals. 
It originally belonged to Steadhone the Gravedigger, and probably came from one of the funerals he conducted.
Steadhone is honor-bound to lay to rest those who have passed, and wish them peace beyond life.","A coin that used to be placed over the eyes of the deceased in ancient funeral rituals. 
It originally belonged to Steadhone the Gravedigger, and probably came from one of the funerals he conducted.
Steadhone is honor-bound to lay to rest those who have passed, and wish them peace beyond life.","Pièce que l'on plaçait sur les yeux des défunts lors d'anciens rituels funéraires.
Elle appartenait à l'origine à José Pultur le Fossoyeur, qui l'a probablement récupérée lors d'un enterrement.
José Pultur est tenu par l'honneur d'enterrer les défunts et de leur souhaiter la paix après leur mort.","Eine Münze, wie sie bei uralten Beerdigungsritualen auf die Augen der Toten gelegt wurden. 
Das hat einmal Stetwig dem Totengräber gehört und stammt wohl von einem Begräbnis, das er durchgeführt hat.
Stetwig ist bei seiner Ehre verpflichtet, die Dahingeschiedenen zur Ruhe zu betten und ihnen Frieden nach dem Tode zu wünschen.","Antzinako hileta-errituetan hildakoen begi gainetan jartzen ziren txanponetako bat.
Fitxa honen jatorrizko jabea Hilarri ehorzlea zen, eta seguruenik berak burututako hiletaren batetik dator.
Hilarri moralki beharturik dago zendutako guztiei lur ematera, eta bizitzaz haratago bakean izan daitezen opatzera.","Moeda que era colocada sobre os olhos dos mortos em antigos rituais fúnebres.
Pertenceu originalmente a Epitáfio, o coveiro, e provavelmente veio de um dos funerais que ele realizou.
Epitáfio jurou colocar os falecidos em seu local de descanso e desejar paz para eles no além.","Монета, которую клали на глаза усопшему во время погребального ритуала. 
Изначально она принадлежала могильщику Гробоплиту. Вероятно, он достал ее во время одной из церемоний похорон.
Одна из обязанностей Гробоплита — проводить мертвых в последний путь и пожелать им покоя в загробной жизни.","古代の葬儀で死者の両眼の上にのせるために使われたコイン。
墓守ステッドホーンのもの。彼が執行した葬儀で使われたのだろう。
ステッドホーンは死んだ者が安らかに眠り、死後の世界で平安を見出せるよう、強い義務感に従って葬儀を執行している。","고대의 장례식에 망자들의 눈 위에 놓던 동전. 
본래 사토장이 스테드혼의 것이며, 아마 그가 진행했던 장례식 중 하나에서 나온 거 같다.
스테드혼은 망자들을 안치하고, 명복을 빌어줄 의무가 있으니.","在古代埋葬儀式中放在亡者眼睛上的錢幣。 
它原本屬於掘墓人史提德宏，可能來自於某次他主持的葬禮。
史提德宏對於能讓往生者安息感到很光榮，而且希望他們在來世安詳。","古时葬礼仪式上常用于覆盖亡者双眼的古币。
原本属于掘墓人斯定恒，应该是他从他经办的某次葬礼上得来的。
斯定恒对他的职责尽忠职守，会确保每位亡者安息并祝愿他们往生极乐。",@
"trinket_trowel_pickup","You found a Rusty Garden Trowel!
This looks quite fancy,[beat] it must have belonged to someone who loved taking care of plants and flowers!","You found a Rusty Garden Trowel!
This looks quite fancy,[beat] it must have belonged to someone who loved taking care of plants and flowers!","Tu as trouvé un Déplantoir Rouillé !
C'est un bel outil,[beat] il devait appartenir à quelqu'un qui aimait s'occuper de plantes et de fleurs !","Du hast eine rostige Pflanzschaufel gefunden!
Sie ist von exzellenter Qualität[beat] und muss jemandem gehört haben, der es liebte, sich um Blumen und andere Pflanzen zu kümmern.","Lorategiko paleta herdoildu bat aurkitu duzu!
Itxura dotorea dauka,[beat] landareak eta loreak zaintzea oso gogoko zuen norbaitena behar du izan!","Você encontrou uma Espátula Enferrujada de Jardinagem!
Parece bem sofisticada.[beat] Deve ter pertencido a alguém que adorava cuidar de plantas e flores!","Вы нашли ржавую садовую лопаточку!
Отличная лопатка.[beat] Наверняка она принадлежала кому-то, кто любил заботиться о растениях и цветах!","錆ついた園芸シャベルを見つけた！
オシャレなシャベル。[beat]草花の世話をするのが好きな誰かさんのものにちがいない。","녹슨 정원용 모종삽을 찾았다!
꽤 멋져보인다.[beat] 원예일을 좋아하던 사람의 것으로 보인다!","你發現一把生鏽的花園小鏟子！
這看起來相當花俏，[beat] 它一定屬於某些喜歡照顧植物與花朵的人！","你找到了一柄生锈的花园铲！
看着挺酷炫，[beat]前主人一定是位热爱侍弄花草的人！",@
"trinket_trowel_name","Rusty Garden Trowel","Rusty Garden Trowel","Déplantoir Rouillé","Rostige Pflanzschaufel","Lorategiko paleta herdoildua","Espátula Enferrujada de Jardinagem","Ржавая садовая лопаточка","錆ついた園芸シャベル","녹슨 정원용 모종삽","生鏽的花園小鏟子","生锈的花园铲",@
"trinket_trowel_desc","An old garden trowel used for digging small holes in which to plant seeds.
It has clearly been well used, a light coating of rust having formed on the blade. The finer details of the handle have now been worn away through years of happy use.
Its previous owner took good care of it; they must have been a keen horticulturist.
An inscription engraved on the metal reads: 
""In the Moon's light, I will appear bright, if a seed is within my sight"".","An old garden trowel used for digging small holes in which to plant seeds.
It has clearly been well used, a light coating of rust having formed on the blade. The finer details of the handle have now been worn away through years of happy use.
Its previous owner took good care of it; they must have been a keen horticulturist.
An inscription engraved on the metal reads: 
""In the Moon's light, I will appear bright, if a seed is within my sight"".","Vieux déplantoir utilisé pour creuser de petits trous et y planter des graines.
Il a visiblement bien servi. Une fine couche de rouille recouvre la lame. Les détails de la poignée ont été effacés par des années de bons et loyaux services.
Son propriétaire précédent en a bien pris soin, ce devait être un horticulteur chevronné.
Il y a une inscription gravée dans le métal :
""Quand brille une lune de velours, je brille à mon tour, si une graine est alentour"".","Eine kleine, alte Handschaufel, mit der man Löcher für das Pflanzen von Samen gräbt.
Sie ist offensichtlich viel benutzt worden und ihr Blatt ist leicht verrostet. Die feinen Details am Griff sind abgenutzt durch viele Jahre regen Gebrauchs.
Ihr früherer Besitzer hat sie gut in Schuss gehalten und war wohl ein begeisterter Gärtner.
Eine ins Metall gravierte Inschrift lautet: 
„Wenn ich im Mondlicht leuchte helle, suche ein Saatkorn an der Stelle.“","Lorategiko paleta zahar bat, lurrean zulo txikiak egin eta gero bertan haziak ereiteko erabilia.
Oso erabilia dirudi, ahoan herdoil geruza fin bat daukalarik. Heldulekuan zituen apaingarriak dagoeneko desagerturik daude, denboraren eraginez.
Bere aurreko jabeak ondo zaindu zuen; baratzezain bat izango zen.
Metalean grabatutako inskripzio batek honakoa dio:
“Ilargiaren argipean, distiratsu azalduko naiz, hazi bat inguruan azaltzen bazait”.","Espátula velha de jardinagem usada para cavar buracos pequenos para se plantar sementes.
Com certeza foi muito usada. Uma fina camada de ferrugem se formou na lâmina. Os desenhos no cabo se desgastaram depois de anos de uso intenso.
O antigo dono cuidou bem dela. Devia ser um horticultor muito dedicado.
Uma inscrição gravada no metal lê:
""À luz do luar eu vou brilhar se uma semente encontrar"".","Старая садовая лопатка нужна, чтобы выкапывать ямки и сажать семена.
Очевидно, ею много копали: лезвие покрылось тонким слоем ржавчины. Мелкие детали на ручке стерлись за годы счастливого использования.
Предыдущий владелец содержал ее в порядке; должно быть, он был заядлым садоводом.
Гравировка на металле гласит: 
«Ярким светом меня озаряет луна, если поблизости есть семена».","種を植えるための小さな穴を掘るために使われていた古い園芸用シャベル。よく使われていたようで、先端部分にうっすらと錆が浮いている。柄にはもともと細かな彫りが入っていたが、何年もの幸福な使用の結果、摩耗している。
以前の所有者はよく手入れしていたようだ。熱心な園芸家にちがいない。
金属部に以下の文字が彫り込まれている。
「月光の下、わたしは輝く。もし種が近くにあれば」","식물의 씨를 심게 작은 구멍을 파는 낡은 정원용 모종삽이다.
확실히 많이 사용되었으며, 삽의 날에 옅게 녹이 슬어있다. 멋진 손잡이도 몇 년 간의 사용 덕택에 닳아있다.
전 사용자가 관리를 잘 해놓았다. 분명 원예가였으리라.
금속으로 된 음각에 이렇게 적혀있다: 
""달빛 아래서, 씨앗이 보인다면, 나는 빛날 것이오"".","一把種用來挖出小洞播入植物種子的舊花園小鏟子。
它顯然有被好好使用過，在鏟間形成薄薄的鐵鏽層。經過多年的快樂使用，把手上的細部大多磨損了。
它先前的使用者有好好地照顧它；他們一定是敏銳的園藝家。
金屬部分刻有銘文這麼寫： 
""在月光下我會顯示明亮，如果種子在我視線之內""。","用于挖坑埋种子的古老花园铲。
显然已身经百战，铲刃上已覆盖了一层斑斑锈迹。手柄上的花纹细节也在多年愉快的摆弄中被磨损而空。
它的前主人给它保养得不错，一看就是个狂热的园艺发烧友。
金属部分镌刻着一行字，写的是：
“月上枝头，我心无忧：但有籽粒，夫复何求”。",@
"trinket_journal_pickup","You found an Adventure Journal!
It is very damp... The pages seem to be stuck together.","You found an Adventure Journal!
It is very damp... The pages seem to be stuck together.","Tu as trouvé un Journal d'Aventure !
Il est trempé... Les pages semblent être collées ensemble.","Du hast ein Abenteuerjournal gefunden!
Es ist ganz schön feucht. Die Seiten kleben zusammen.","Abentura bateko egunerokoa aurkitu duzu!
Guztiz bustia dago... Orriek elkarri itsatsiak dirudite.","Você encontrou um Diário de Aventuras!
Está muito molhado... As páginas parecem estar grudadas.","Вы нашли журнал приключений!
Он весь мокрый... И страницы слиплись.","航海日誌を見つけた！
かびていて、ページとページがくっついているようだ…","모험 일지를 찾았다!
굉장히 축축하다... 페이지가 다 붙어있다.","你找到一本冒險者日誌！
有點太潮濕了...頁面幾乎都黏在一起了。","你找到了一本冒险笔记！
又潮又湿的……书页都粘在一起了。",@
"trinket_journal_name","Captain's Log","Captain's Log","Journal du Capitaine","Logbuch des Kapitäns","Kapitainaren egunerokoa","Diário do Capitão","Бортовой журнал","船長の日誌","선장의 일지","船長的日誌","船长日志",@
"trinket_journal_desc","This waterlogged old journal's early chapters describe a tale of being sucked through a giant door under the sea, and having to start a new life stranded atop a mountain. 
The later chapters just talk a lot about the writer's friendship with a squid.","This waterlogged old journal's early chapters describe a tale of being sucked through a giant door under the sea, and having to start a new life stranded atop a mountain. 
The later chapters just talk a lot about the writer's friendship with a squid.","Les premiers chapitres de ce vieux journal détrempé racontent l'histoire d'un homme aspiré par une porte géante sous la mer, qui fut contraint de recommencer sa vie, échoué en haut d'une montagne.
Les derniers chapitres parlent surtout de l'amitié de l'auteur avec un calamar.","Die frühen Kapitel dieses durchnässten alten Journals erzählen die Geschichte, wie jemand auf dem Meeresgrund durch eine riesige Tür gesaugt wurde, auf einer Bergspitze strandete und dort ein neues Leben anfangen musste. 
Die späteren Kapitel beschreiben nur die Freundschaft des Autors mit einem Tintenfisch.","Ondo blaitutako eguneroko zahar honen aurreneko ataletan ipuin bat kontatzen da, itsaspeko ate erraldoi batek xurgatu eta gero mendi baten gailurrean bizitza berri bati ekiteari buruzkoa.
Azken ataletan idazlea eta txibia baten arteko adiskidetasunaz bakarrik hitz egiten da.","Os primeiros capítulos deste velho diário encharcado descrevem a história de alguém que foi sugado para dentro de uma porta gigante dentro do mar e começou uma nova vida perdido no topo de uma montanha.
Os últimos capítulos falam bastante sobre a amizade do autor com uma lula, e só.","Начальные страницы разбухшего от воды журнала хранят историю о человеке, которого засосало под воду через огромные врата. Ему пришлось начать новую жизнь прямо на вершине горы, на которой он застрял. 
В последующих главах говорится только о дружбе автора с кальмаром.","びしょ濡れの古い日誌。最初のほうには、海底の巨大な扉に吸い込まれたこと、山頂に座礁して新しい生活を始めなければならなかったことが書かれている。
あとのほうのページはイカとの友情話で埋め尽くされている。","물에 젖어버린 이 낡은 일지의 초반부에는 바다 아래 있는 거대한 문에 빨려들어가는 내용과, 산 위에서 조난되어 새로운 삶을 시작해야 한다는 내용이 담겨있다. 
후반부에는 그냥 오징어 한 마리와 일지를 쓴 사람의 우정에 대한 이야기가 적혀있다.","這本吸飽水的舊期刊早期章節敘述一個被海底大門吸進去，然後擱淺在山頂展開新生活的故事。 
後面章節只有提到很多作者與一隻烏賊的友誼。","这本被海水浸透的冒险笔记，前几章描述的是记录者被一扇海底巨门吸走后，困在一座山顶上，不得不开启新生活的故事。
后面几章比较水，主要在描述记录者与一只乌贼的兄弟情谊。",@
"trinket_arrow_pickup","You found a Giant Arrowhead!
I wouldn't want to be on the receiving end of one of these!","You found a Giant Arrowhead!
I wouldn't want to be on the receiving end of one of these!","Tu as trouvé une Pointe de Flèche Géante !
Tu ne voudrais pas être du mauvais côté de la flèche !","Du hast eine riesige Pfeilspitze gefunden!
Die möchte ich aber nicht abkriegen!","Gezi-mutur erraldoi bat aurkitu duzu!
Ez nuke halako gezikada jasoko duenaren lekuan egon nahiko!","Você encontrou uma Ponta de Flecha Gigante!
Eu não ia querer que me acertassem com um negócio desse tamanho!","Вы нашли огромный наконечник стрелы!
Не хотелось бы оказаться под его прицелом!","巨大な矢尻を見つけた！
こんなものを食らったら大変だ！","거대한 화살촉을 찾았다!
이런 거라면 절대 맞고싶지 않다!","你發現一個巨大的箭頭！
我可不要成為這種東西的接收端！","你找到了一个巨型箭头！
我可不想看着这玩意冲我飞过来！",@
"trinket_arrow_name","Giant Arrowhead","Giant Arrowhead","Pointe de Flèche Géante","Riesige Pfeilspitze","Gezi-mutur erraldoia","Ponta de Flecha Gigante","Огромный наконечник","巨大な矢尻","거대한 화살촉","巨大的箭頭","巨型箭头",@
"trinket_arrow_desc","This arrowhead would have been much too large to fit into any normal bow.
You sense latent Soul Energy contained inside. The previous owner must have imbued it with some of his soul in order to prevent or delay his death.
In this aspect, it is a direct forerunner to the weapons that modern Reapers use themselves.","This arrowhead would have been much too large to fit into any normal bow.
You sense latent Soul Energy contained inside. The previous owner must have imbued it with some of his soul in order to prevent or delay his death.
In this aspect, it is a direct forerunner to the weapons that modern Reapers use themselves.","Cette pointe de flèche est beaucoup trop grosse pour un arc normal.
Tu sens l'Énergie Animique qu'elle contient. Son ancien propriétaire l'a sûrement imprégnée d'une partie de son âme pour empêcher ou retarder sa mort.
Sous cet aspect, c'est l'ancêtre direct des armes dont se servent les Faucheurs modernes.","Diese Pfeilspitze ist viel zu groß, um zu einem normalen Bogen zu passen.
Du spürst die verborgene Seelenenergie. Der vorherige Eigentümer muss einen Teil seiner Seele hineingelegt haben, um seinen eigenen Tod zu verzögern oder zu verhindern.
In dieser Hinsicht ist es ein direkter Vorläufer der Waffen, die moderne Schnitter verwenden.","Gezi-mutur hau handiegia izango litzateke arku arrunt batekin jaurtitzeko.
Barnean arima-energia taupaka duela nabari dezakezu. Aurreko jabeak sartuko zuen barnera, bere heriotza atzeratu edo ekiditeko asmoz.
Zentzu horretan, gaur egungo segariek darabiltzaten armen aurrekari zuzena da.","Esta ponta de flecha seria grande demais para ser usada em um arco normal.
Você sente que há Energia de Alma latente nela. Seu dono anterior deve tê-la embebido com parte da alma dele para evitar ou retardar sua morte.
Neste sentido, ela é uma antecessora às armas que os ceifadores modernos usam.","Этот наконечник слишком большой, чтобы его можно было использовать с обычным луком.
В нем чувствуются зачатки энергии душ. Должно быть, предыдущий владелец поместил в него часть своей души, чтобы избежать своей кончины или отсрочить ее.
В какой-то степени можно назвать его прародителем оружия современных жнецов.","この矢尻はあまりに大きすぎて、ふつうの弓には使えないだろう。
内部にソウル・エナジーが眠っているのを感じる。以前の持ち主が自身のソウルを封入し、自らの死を免れるか、遅らせるかしようとしたのだろう。
その点では、現代のリーパーが使う武器の直接の先祖といえる。","이 화살촉은 너무 커서 일반 화살엔 맞지 않을 것이다.
이 화살촉 안에서 영혼력이 느껴진다. 이전 소유자가 자신의 영혼 중 일부를 넣어 죽음을 미루려고 한 거 같다.
이런 관점에서, 이 화살촉은 사신들이 현대에 쓰는 무기의 직계 조상격이 되지 않을까 싶다.","這個箭頭實在太大了，裝不進任何普通的弓。
你感覺到蘊藏在裡面的潛在靈魂能量。前一位使用者一定有灌輸一些自己的靈魂在裡面以避免或延遲他的死亡。
在這方面，它是現在收魂者使用自己當作武器的直接先驅。","这箭头尺寸太大，应该不能用寻常的弓来发射。
你感受到了内里蕴藏着的灵魂能量。它的前主人一定向其中注入过自身的灵魂，以期延缓或躲避死亡的到来。
这么看来，这算是当代收割者所持武器的直系前身。",@
