Context Note (not to translate),Speaker,English,Translation,File name,Line number
,Buccanary,What are you? <30>B<3>l<3>i<3>n<3>d?,Baina zer duzu? <30>I<3>t<3>s<3>u zaude?,buccanary_checkUnlock,174
,Buccanary,"Hmm, well, <30>I'll start you off with<nl>your <b>very first trinket<b> either way!","Mmm, tira, <30>edonola ere, zure<nl><b>lehenengo oparia<b> emango dizut!",buccanary_checkUnlock,183
,Buccanary,Why?,Zergatik?,buccanary_checkUnlock,183
,Buccanary,Because I'm just that fantastic!,Halakoxe zoragarria naizelako!,buccanary_checkUnlock,189
,Buccanary,That's not too shabby!,Ez dago gaizki!,buccanary_checkUnlock,200
,Buccanary,"In fact, I'll let you have your very first trinket!","Izan ere, zure lehenengo oparia emango dizut!",buccanary_checkUnlock,200
,hero,This way: Owl Temple,Hemendik: Hontzaren Tenplura,Signposts/dungeon1ThisWay,10
,DarkFigure,The Owl Temple.,Hontzaren Tenplua.,Dungeon1Entrance/darkFigure,63
,DarkFigure,First of the great temples.,Tenplu handietan aurrenekoa.,Dungeon1Entrance/darkFigure,63
,DarkFigure,Here the owls learned how to control the<nl>elements and challenge the natural order.,"Hemen hontzek elementuak kontrolatzen ikasi zuten,<nl>eta ordena naturala desafiatzen.",Dungeon1Entrance/darkFigure,63
,DarkFigure,"By the end of the first aeon, they<nl>had mastered water, fire, and wind.","Lehen eonaren amaierarako, menderatuak<nl>zituzten ura, sua eta haizeari buruzko ezagutzak.",Dungeon1Entrance/darkFigure,63
,DarkFigure,And their work here revealed to them the existence<nl>of the <b>higher mysteries<b>.,Eta hemen eginiko lanak<nl><b>misterio handiagoen<b> existentzia ezagutarazi zien.,Dungeon1Entrance/darkFigure,63
,DarkFigure,So says the book of Noctae.,Hala dio Noctae liburuak.,Dungeon1Entrance/darkFigure,63
,Mechanic,"Er, um...",E... Zera...,Dungeon1Entrance/darkFigure,106
,Mechanic,What in the world?,Baina zer...?,Dungeon1Entrance/darkFigure,114
,Mechanic,Who was that?,Nor zen hori?,Dungeon1Entrance/darkFigure,114
,Mechanic,I guess we won't be alone in here...,Badirudi ez garela bakarrik egongo hemen barruan...,Dungeon1Entrance/darkFigure,123
,Mechanic,"Let's be careful, Otus.","Ibil gaitezen kontuz, Otus.",Dungeon1Entrance/darkFigure,128
,PenguinRoll,AHHH!,AAAA!,Penguins/meetPenguinRoll4,30
,PenguinRoll,PLEASE don't hurt me!!!,MESEDEZ ez minik egin!!!,Penguins/meetPenguinRoll4,47
,Mechanic,"Ummm, huh?","Ummm, e?",Penguins/meetPenguinRoll4,80
,Mechanic,Why would we hurt you?,Zergatik egin beharko genizuke ba minik?,Penguins/meetPenguinRoll4,91
,PenguinRoll,You're<10>.<10>.<10>. <30>you're not gonna hurt me?,Ez<10>.<10>.<10>. <30>ez duzue ni mintzeko asmorik?,Penguins/meetPenguinRoll4,101
,PenguinRoll,"Wow,<30> that's nice of you!","Hara,<30> zuek bai zaretela jatorrak!",Penguins/meetPenguinRoll4,130
,PenguinRoll,I'm one of Buccanary's punching bag- [1]um!,Ni Buccanaryren boxeo zaku- [1]o!,Penguins/meetPenguinRoll4,135
,PenguinRoll,One of Buccanary's helpers!,Buccanaryren laguntzaile bat naiz!,Penguins/meetPenguinRoll4,135
,PenguinRoll,That's right!,Hala da!,Penguins/meetPenguinRoll4,135
,PenguinRoll,"She never hurts us, <15>he<15>he!","Ez gaitu inoiz jipoitzen, <15>je<15>je!",Penguins/meetPenguinRoll4,135
,PenguinRoll,She sent me out looking for my brothers!,Nire anaien bila bidali ninduen!,Penguins/meetPenguinRoll4,135
,Mechanic,O<15>o<15>o<5>k<5>a<5>y<5>.,A<15>a<15>a<5>d<5>o<5>s<5>.,Penguins/meetPenguinRoll4,155
,Mechanic,What do they look like?,Zer itxura daukate?,Penguins/meetPenguinRoll4,160
,PenguinRoll,They look like me!,Nire antza dute!,Penguins/meetPenguinRoll4,166
,PenguinRoll,He<5>he<5>he!,Je<5>je<5>je!,Penguins/meetPenguinRoll4,166
,PenguinRoll,"If you find them,<20> please tell<nl>'em to return to Buccanary's shop!","Ikusten badituzu,<20> esaiezu<nl>Buccanaryren dendara itzultzeko!",Penguins/meetPenguinRoll4,166
,PenguinRoll,Unless they want to get punish- [1]um!,Ez badute behintzat zigor- [1]u!,Penguins/meetPenguinRoll4,166
,PenguinRoll,...Or else Buccanary will worry herself sick!,...Ez badute nahi Buccanary haiengatik arduratzea!,Penguins/meetPenguinRoll4,166
,PenguinRoll,Yupp!,Hori da!,Penguins/meetPenguinRoll4,166
,PenguinRoll,"To help you on your way,<nl>I'll teach you a neat trick!","Zure bidean laguntzeko,<nl>trikimailu eder bat erakutsiko dizut!",Penguins/meetPenguinRoll4,179
,PenguinRoll,B[1]EHOLD!,B[1]EGIRA!,Penguins/meetPenguinRoll4,194
,PenguinRoll,"Pretty stylish, huh?","Hau bai estiloa, e?",Penguins/meetPenguinRoll4,215
,PenguinRoll,Now you try!,Orain probatu zuk!,Penguins/meetPenguinRoll4,215
,PenguinRoll,Wow!,Hara!,Penguins/meetPenguinRoll4,264
,PenguinRoll,You're a natural!,Berezko talentua duzu!,Penguins/meetPenguinRoll4,276
,PenguinRoll,"I bet you owls can roll, <nl><b><15>even <15>while <15>f<3>l<3>y<3>i<3>n<3>g<3><b>!",Ziur hontzok itzulipurdi egin dezakezuela<nl><b><15>baita <15>h<3>e<3>g<3>a<3>n ere<b>!,Penguins/meetPenguinRoll4,276
,PenguinRoll,<b>But<b>!,<b>Baina<b>!,Penguins/meetPenguinRoll4,293
,PenguinRoll,Did you know that you can move<nl>way faster on a <b>full stomach<b>?,Badakizu askoz bizkorrago mugi<nl>zaitezkeela <b>sabel beteaz<b>?,Penguins/meetPenguinRoll4,298
,PenguinRoll,"Always stuff your face with<nl>food, <30>is what I'd say!","Irentsi denetik beldurrik gabe,<nl><30>hori da nire gomendioa!",Penguins/meetPenguinRoll4,298
,PenguinRoll,"Well,<20> if you happen to see my brothers,<20><nl>please tell 'em Buccanary is looking for 'em!","Tira,<20> nire anaiak ikusten badituzu,<20><nl>esaiezu Buccanary haien bila ari dela!",Penguins/meetPenguinRoll4,307
,PenguinRoll,PLEASE HURRY!,"BIZKOR, MESEDEZ!",Penguins/meetPenguinRoll4,324
,PenguinRoll,"He<10>he<30>, I mean...","Je<10>je<30>, esan nahi dut...",Penguins/meetPenguinRoll4,332
,PenguinRoll,"Please take your time. I'll<nl>be alive when they return, surely!","Hartu behar duzun beste denbora.<nl>Haiek itzultzerako bizirik jarraituko dut, ziurrenik!",Penguins/meetPenguinRoll4,337
,PenguinRoll,Yeah.,Bai.,Penguins/meetPenguinRoll4,337
,PenguinRoll,Wait a minute!,Itxaron une batez!,Penguins/meetPenguinRoll4,353
,PenguinRoll,You've got <b>Buccanary Coins<b>!,<b>Buccanary txanponak<b> dauzkazu!,Penguins/meetPenguinRoll4,358
,PenguinRoll,...And you haven't even got your<nl>first <b>Buccanary Trinket<b> yet!?,...Eta oraindik ez duzu zure<nl>aurreneko <b>Buccanary altxorra<b> hartu!?,Penguins/meetPenguinRoll4,358
,PenguinRoll,"<b>Buccanary's Shop<b> is back the way you came, bud!","<b>Buccanaryren denda<b> etorri zaren bidetik joanda aurkituko duzu, txo!",Penguins/meetPenguinRoll4,364
,PenguinRoll,Want me to take you there?,Hara eraman zaitzadan nahi duzu?,Penguins/meetPenguinRoll4,364
,PenguinRoll,"Well,<30> it was nice meeting somebody!!!<nl><30>See you by the shop!","Tira,<30> ederra izan da azkenean norbaitekin<nl>topo egitea!!! <30>Dendan ikusiko dugu elkar!",Penguins/penguin1Goodbye,6
,Mechanic,"Well, Otus, <30>that was all kinds of weird.","Arraioa, Otus, <30>hori bai izan dela arraroa.",Penguins/penguin1Goodbye,47
,Mechanic,I guess we could help him<nl>look for his lost brothers though.,"Baina lagun dezakegu bere<nl>anaiak bilatzen, egia esan.",Penguins/penguin1Goodbye,47
,Mechanic,Poor guy.,Gizagaixoa.,Penguins/penguin1Goodbye,47
,this,"Afternoon, sir!","Arratsalde on, jauna!",SaveFish/greeting,13
,Mechanic,Oh man! <b>Gnomes<b>! Don't move a muscle!,"O, motel! <b>Gnomoak<b>! Ez zirkinik egin!",Dungeon1/gnome_intro,148
,Mechanic,"We must have stumbled into their lair!<nl>These things are seriously lethal, man!","Haien gordelekuan sartuko ginen!<nl>Izaki hauek guztiz hilgarriak dira, motel!",Dungeon1/gnome_intro,160
,Mechanic,"Listen, we have to get out of here.<nl>Gnomes may have poor eyesight,<nl>but they've got crazy hearing.","Adi, hemendik irten behar dugu.<nl>Gnomoek ez dute ikusmen onik,<nl>baina izugarrizko entzumena daukate.",Dungeon1/gnome_intro,164
,Mechanic,"They can hear you flapping your wings<nl>from miles away!<nl>Whatever you do, <b>don't try to fly<b>!","Zure hegoak astintzen entzun ditzakete<nl>hemendik kilometro askora ere!<nl>Egiten duzuna egiten duzula, <b>ez hasi hegan<b>!",Dungeon1/gnome_intro,168
,Mechanic,"Stay out of sight and try to climb your way<nl>out of here.<nl>If you get spotted, run for your life!","Mantendu haien bistatik urrun eta saiatu<nl>irteeraraino igotzen. Ikusten bazaituzte,<nl>hasi lasterka edo hila zaude!",Dungeon1/gnome_intro,176
,Mechanic,Don't worry about me. Just...<nl>remember to <b>teleport<b> me out of here<nl>when you get out. Please...,Ez zaitez nitaz arduratu. Soilik...<nl>gogoratu ni kanpora <b>telegarraiatzeaz<b><nl>irtetea lortzen duzunean. Mesedez...,Dungeon1/gnome_intro,180
,PirateTurret,Gah! The turret is down again! Get out there!,Kaka! Dorretxoa berriro hondatu duk! Irten hadi kanpora!,Dungeon1/PirateBattle/pirate_turret_beaten,17
,Alphonse,"Phew, quite the fight in this one!<nl>Have you prepared the turret?","Kontxo, gogor borrokatzen dute hauek!<nl>Gertu duzu dorretxoa?",Dungeon1/PirateBattle/alphonse_beaten,15
,PirateTurret,She's ready to go!<nl>Let's bring down that flying gold nugget!,Prest zagok!<nl>Eraits dezagun urretxindor hegalari hori!,Dungeon1/PirateBattle/alphonse_beaten,30
,PirateTurret,Aaargh!!!<nl>The turret is totally busted!,Putzaaa!!!<nl>Dorretxoa txiki-txiki eginda zagok!,Dungeon1/PirateBattle/pirates_beaten,51
,Alphonse,I'd say we have been bested.,Esango nuke garaituak izan garela.,Dungeon1/PirateBattle/pirates_beaten,111
,Alphonse,"At times like this,<nl>it is customary to admit defeat.","Halakoetan, egokiena<nl>porrota onartzea izaten da.",Dungeon1/PirateBattle/pirates_beaten,119
,Pirate,No bloody chance! <30>That's not the <b>Pirate Way<b>!,Ezta pentsatu ere! <30>Hori ez duk <b>piraten modua<b>!,Dungeon1/PirateBattle/pirates_beaten,132
,Alphonse,I would question whether we even<nl>follow the pirate way anymore.,Zalantzan jarriko nuke dagoeneko<nl>piraten modua jarraitzen dugunik.,Dungeon1/PirateBattle/pirates_beaten,141
,Alphonse,"<b>Captain Molstrom<b> got us stuck here,<nl>and has yet to return for us.","<b>Molstrom kapitainak<b> sartu gaitu hemen,<nl>eta oraindik ez da gure bila bueltatu.",Dungeon1/PirateBattle/pirates_beaten,141
,Alphonse,"Are we proudly part of his crew,<nl>or just pawns in his ruthless plot?","Bere eskifaiako kide harroak gara,<nl>edo bere plan krudeleko peoi hutsak?",Dungeon1/PirateBattle/pirates_beaten,141
,Pirate,WHAT!?,ZER!?,Dungeon1/PirateBattle/pirates_beaten,163
,Pirate,YOU <30>DARE <30>stab at the Captain<nl>with your prissy accusations!?,NOLA <20>AUSARTZEN <20>HAIZ <20>salaketa<nl>merkeokin Kapitainaren izena zikintzen!?,Dungeon1/PirateBattle/pirates_beaten,172
,Alphonse,A real crew of pirates<nl>would never abandon each other.,Benetako piraten eskifaia batek<nl>ez lituzke inoiz bere kideak abandonatuko.,Dungeon1/PirateBattle/pirates_beaten,186
,Alphonse,I would find deeper pride<nl>sailing the winds alone...,Duinagoa litzateke haizeak<nl>nire bakardadean nabigatzea...,Dungeon1/PirateBattle/pirates_beaten,186
,Alphonse,...than with an unprincipled band of thugs.,...printzipiorik gabeko gaizkile saldo batekin baino.,Dungeon1/PirateBattle/pirates_beaten,186
,Pirate,WHY YOU..!<30><nl>You'll pay for your treacherous words!,HARA HI...!<30><nl>Gogotik ordainduko duk traizio hitz horiengatik!,Dungeon1/PirateBattle/pirates_beaten,200
,Pirate,I'll skewer you right where you stand!,Mila puskatan zatituko haut oraintxe bertan!,Dungeon1/PirateBattle/pirates_beaten,200
,Pirate,Huh?,E?,Dungeon1/PirateBattle/pirates_beaten,212
,TwigD1,Did I just crash the party?,Festa hondatu dizuet?,Dungeon1/PirateBattle/pirates_beaten,280
,Pirate,You!?,Hi!?,Dungeon1/PirateBattle/pirates_beaten,302
,Pirate,I thought we got rid of-,Uste nian hitaz libratu-,Dungeon1/PirateBattle/pirates_beaten,302
,Pirate,I mean...,Zera...,Dungeon1/PirateBattle/pirates_beaten,314
,Pirate,Help me get out of here!,Lagun nazak hemendik irteten!,Dungeon1/PirateBattle/pirates_beaten,319
,TwigD1,You got it!,Noski!,Dungeon1/PirateBattle/pirates_beaten,328
,Mechanic,He-hey!,E-Ei!,Dungeon1/PirateBattle/pirates_beaten,337
,Mechanic,Wait just a minute!,Itxaron une batez!,Dungeon1/PirateBattle/pirates_beaten,342
,Mechanic,You're that troublemaker from Vellie!!!,Zu Vellieko bazter-nahasle hura zara!!!,Dungeon1/PirateBattle/pirates_beaten,342
,Mechanic,And you're in league with the pirates!?,Piratentzako lan egiten duzu!?,Dungeon1/PirateBattle/pirates_beaten,342
,Mechanic,You distracted us during the<nl>attack on purpose didn't you!?,"Herria eraso zutenean<nl>nahita distraitu gintuzun, ezta!?",Dungeon1/PirateBattle/pirates_beaten,342
,TwigD1,Pirates? Attack?<nl>What are you babbling about?,Piratak? Eraso?<nl>Zeri buruz zabiltza marmarka?,Dungeon1/PirateBattle/pirates_beaten,354
,TwigD1,"Dirk's my friend,<nl>I do what he tells me!","Dirk nire laguna da,<nl>eta eskatzen didana egiten dut!",Dungeon1/PirateBattle/pirates_beaten,354
,TwigD1,You're just jealous because all you've<nl>got is feather-face over here!,Jeloskor zaude zuk daukazun laguntza<nl>bakarra alboko tipo lumatsu hori delako!,Dungeon1/PirateBattle/pirates_beaten,364
,Pirate,<b>Twig<b>! Enough squabble!<nl>Let's get outta here!,<b>Twig<b>! Itxizak ahoa!<nl>Egin dezagun ospa hemendik!,Dungeon1/PirateBattle/pirates_beaten,380
,TwigD1,Righty-o!,Beinke!,Dungeon1/PirateBattle/pirates_beaten,389
,TwigD1,Jump on and let's go!,Igo gainera eta goazen!,Dungeon1/PirateBattle/pirates_beaten,389
,Alphonse,Ummm...,Ummm...,Dungeon1/PirateBattle/pirates_beaten,439
,Alphonse,Well...,Beno...,Dungeon1/PirateBattle/pirates_beaten,457
,Alphonse,I hope my musket did not leave too many scratches on you.,Espero dut nire mosketeak ez zizuela min gehiegirik egingo.,Dungeon1/PirateBattle/pirates_beaten,457
,Alphonse,"You have remarkable resilience,<nl>and put up an honourable fight.","Aurkari bikainak izan zarete,<nl>eta ohorez egin duzue borroka.",Dungeon1/PirateBattle/pirates_beaten,457
,Alphonse,Please accept my apologies.,"Mesedez, barkadazue.",Dungeon1/PirateBattle/pirates_beaten,457
,Alphonse,"We were desperate to get through<nl>these ruins, you understand.","Hondakin hauetatik irteteko azken aukeratzat<nl>hartu dugu etsi-etsian, uler ezazue.",Dungeon1/PirateBattle/pirates_beaten,457
,Alphonse,But that does not matter now.,Baina gutxi axola du horrek orain.,Dungeon1/PirateBattle/pirates_beaten,457
,Alphonse,I hope we can part<nl>without any ill will.,Espero dut ezinikusirik gabe<nl>aurrera egin ahalko dugula.,Dungeon1/PirateBattle/pirates_beaten,471
,Alphonse,Good luck finding your way out of this place.,Zorte on leku honetatik irteera bilatzerakoan.,Dungeon1/PirateBattle/pirates_beaten,471
,Alphonse,I say! How does it look in there?,Arraioa! Zer ikusten da hor barrutik?,Dungeon1/PirateBattle/pirateintro_cutscene,47
,Pirate,Whadda ya think it looks like?,Zer uste duk ikusten dela?,Dungeon1/PirateBattle/pirateintro_cutscene,94
,Pirate,Bah!,Ba!,Dungeon1/PirateBattle/pirateintro_cutscene,110
,Pirate,The final impact snapped what<nl>was left of her in half.,Azken talkak erdibitu egin dik<nl>ontzian osorik gelditzen zen apurra.,Dungeon1/PirateBattle/pirateintro_cutscene,123
,Pirate,She's bleeding gears out her side<nl>for crying out loud!,"Bidean zehar engranajeak galtzen ari duk,<nl>madarikatua!",Dungeon1/PirateBattle/pirateintro_cutscene,128
,Alphonse,What nonsense possessed the captain<nl>to have us fly through this death trap?,"Non ote zeukan burua kapitainak, gu tranpa<nl>hilgarri hau hegan zeharkatzera bidaltzeko?",Dungeon1/PirateBattle/pirateintro_cutscene,141
,Pirate,"Can it! We've got more important things<nl>to worry about, like how to get out of here!","Bost axola! Kezkatzeko gauza garrantzitsuagoak<nl>ditiagu orain, adibidez hemendik nola irten!",Dungeon1/PirateBattle/pirateintro_cutscene,150
,Pirate,Where's that Gawk pest gone to?<nl>Looks like she's carrying us out of here.,Nora joan duk orain Gawk gogaikarri hori?<nl>Hemendik berak atera beharko gaituela zirudik.,Dungeon1/PirateBattle/pirateintro_cutscene,150
,Alphonse,"Hm, she won't be able to carry both of us.","Mm, ez dut uste gu biok ateratzeko gai izango denik.",Dungeon1/PirateBattle/pirateintro_cutscene,168
,Pirate,So what the heck do you want us<nl>to do? Flip a coin and...,"Orduan, zer arraio egin behar diagu?<nl>Txanpon bat bota eta...",Dungeon1/PirateBattle/pirateintro_cutscene,185
,Pirate,Hey!!!,Ei!!!,Dungeon1/PirateBattle/pirateintro_cutscene,197
,Pirate,We've got <b>company<b>...,Ez gaudek bakarrik...,Dungeon1/PirateBattle/pirateintro_cutscene,226
,Alphonse,A little Owl! Why hello th---!,"Hontz txiki bat! Kaixo, zer---!",Dungeon1/PirateBattle/pirateintro_cutscene,249
,Pirate,The kid is wearing an authentic <b>Owl Cloak<b>!<nl>We could use that thing to bust this joint!,Mutikoak benetako <b>hontz-kapa<b> bat zeramak!<nl>Hemendik alde egiteko erabil zezakeagu!,Dungeon1/PirateBattle/pirateintro_cutscene,259
,Alphonse,Hmm...,Mmm...,Dungeon1/PirateBattle/pirateintro_cutscene,267
,Alphonse,"Very well, it seems this is our last option.","Ongi da, gure azken aukera dela dirudi.",Dungeon1/PirateBattle/pirateintro_cutscene,276
,Alphonse,"Sincere apologies, young sir, we will<nl>have to take that cloak off your hands now.","Barkadazu benetan, jaun txikia, baina<nl>hontz-kapa hori zure eskuetatik hartu beharko dugu orain.",Dungeon1/PirateBattle/pirateintro_cutscene,276
,Alphonse,Oh!,O!,Dungeon1/StoneDoor2/open,35
,Alphonse,Great work up there!,Lan bikaina!,Dungeon1/StoneDoor2/open,35
,Alphonse,My thanks!,Jaso nire esker ona!,Dungeon1/StoneDoor2/open,35
,Alphonse,Another predicament!,Beste oztopo bat!,Dungeon1/Alphonse/wallPredicament,38
,Alphonse,This seems a bit much<nl>for either of us to handle.,Eta honek gehiegizkoa dirudi<nl>gutako edonorentzako.,Dungeon1/Alphonse/wallPredicament,54
,Alphonse,Perhaps it would be best<nl>if we could work together?,Agian onena denok batera<nl>lan egitea izango litzateke?,Dungeon1/Alphonse/wallPredicament,54
,Alphonse,"The pirates will not want me back,<nl>and I am free to do as I please.","Piratek ez naute bueltan ikusi nahiko,<nl>eta nahi dudana egiteko aske naiz.",Dungeon1/Alphonse/wallPredicament,54
,Alphonse,"I, <b>Alphonse<b>, would be honoured to<nl>join your crew if you would accept me.","Ni, <b>Alphonse<b>, ohorez beteko nintzateke<nl>zuen taldetxoan onartuko baninduzue.",Dungeon1/Alphonse/wallPredicament,65
,Mechanic,"Well, you DO seem more friendly than the other pirates.","Tira, beste piratak baino jatorragoa dirudizu.",Dungeon1/Alphonse/wallPredicament,85
,Mechanic,And I have a feeling that other<nl>guy would have attacked us earlier<nl>if it weren't for you.,"Eta iruditzen zait,<nl>zugatik ez balitz, beste tipoak<nl>arinago erasoko zigula.",Dungeon1/Alphonse/wallPredicament,85
,Mechanic,"What do you think, Otus?","Zer diozu, Otus?",Dungeon1/Alphonse/wallPredicament,85
,Mechanic,Alright. I guess we'll take our<nl>chances with you... Alphonse.,"Ondo da, uste dut zutaz<nl>fidatuko garela... Alphonse.",Dungeon1/Alphonse/wallPredicament,99
,Mechanic,Just... don't get too surprised<nl>when you get teleported around.,Gauzatxo bat... ez zaitezela harritu<nl>batetik bestera telegarraiatzen bazaitugu.,Dungeon1/Alphonse/wallPredicament,104
,Mechanic,"Hey guys, look!","Ei, lagunok, begira!",Dungeon1/IntroFinalRoom,40
,Mechanic,I think...,Uste dut...,Dungeon1/IntroFinalRoom,104
,Mechanic,...That's the entrance to the <b>Control room<b>!,...hori dela <b>kontrol-gela<b>rako sarrera!,Dungeon1/IntroFinalRoom,109
,Alphonse,Control room?,Kontrol-gela?,Dungeon1/IntroFinalRoom,114
,Mechanic,Yeah.,Bai.,Dungeon1/IntroFinalRoom,127
,Mechanic,Our plan was to stop you-,Gure plana zuek geldiarazte-,Dungeon1/IntroFinalRoom,127
,Mechanic,I mean...,Esan nahi dut...,Dungeon1/IntroFinalRoom,127
,Mechanic,Our plan was to stop the wind machinery so<nl>the temple would block your fleet's path.,"Gure plana haize-makineria geldiaraztea zen,<nl>tenpluak zuen flotaren bidea blokea zezan.",Dungeon1/IntroFinalRoom,127
,Mechanic,It's the only way we can stop<nl>the pirates from reaching Advent.,Hori da bide bakarra piratak<nl>Abendura iritsi baino lehen geldiarazteko.,Dungeon1/IntroFinalRoom,135
,Mechanic,Are... <30>Are you with us on this Alphonse?,"Zu... <30>Zu gure alde zaude honetan, ezta, Alphonse?",Dungeon1/IntroFinalRoom,135
,Alphonse,Hmmm<10>.<10>.<10>,Mmmm<10>.<10>.<10>,Dungeon1/IntroFinalRoom,141
,Alphonse,Leaving the pirates is one thing...,Gauza bat da pirata izateari uztea...,Dungeon1/IntroFinalRoom,146
,Alphonse,Getting on their bad side is another.,Eta beste bat haien aurka egitea.,Dungeon1/IntroFinalRoom,158
,Alphonse,...,...,Dungeon1/IntroFinalRoom,169
,Mechanic,The pirates are threatening to attack <b>Advent<b>!,Piratek <b>Abendu<b> erasoko dutela mehatxu egin dute!,Dungeon1/IntroFinalRoom,194
,Mechanic,"If you won't help us,<nl>why even bother to abandon the pirates!?","Ez bagaituzu lagundu behar,<nl>zergatik utzi dituzu piratak!?",Dungeon1/IntroFinalRoom,194
,Mechanic,You left because of your pride?<nl>Are you proud of doing nothing?,"Zergatik, zure harrotasunagatik?<nl>Harro zaude ezer ez egiteaz?",Dungeon1/IntroFinalRoom,194
,Mechanic,"I was so sure you<nl>claimed to be noble, <b>Alphonse<b>.","Hain ziur nengoen zure<nl>zintzotasunaz, <b>Alphonse<b>.",Dungeon1/IntroFinalRoom,214
,Alphonse,I...,Ni...,Dungeon1/IntroFinalRoom,222
,Alphonse,...,...,Dungeon1/IntroFinalRoom,229
,Alphonse,.<10>.<10>.,.<10>.<10>.,Dungeon1/IntroFinalRoom,243
,Alphonse,I have decided!,Erabakita!,Dungeon1/IntroFinalRoom,248
,Alphonse,I will aid you!,Lagunduko zaituztet!,Dungeon1/IntroFinalRoom,264
,Alphonse,"It is true that the pirates have gone too far lately.<nl>As you say, I cannot simply stand by and watch.","Piratak urrutiegi joan dira azkenaldi honetan.<nl>Zuk esan bezala, ezin naiz<nl>ezer egin gabe begira gelditu.",Dungeon1/IntroFinalRoom,287
,Alphonse,If <b>Captain Molstrom<b><nl>truly aims to attack Advent...,<b>Molstrom kapitaina<b> benetan<nl>badabil Abendu erasotzeko asmotan...,Dungeon1/IntroFinalRoom,292
,Alphonse,...We must stop it in any way we can!,...ahal dugun eran geldiarazi beharra daukagu!,Dungeon1/IntroFinalRoom,297
,Alphonse,"I, Alphonse, would be proud to join your ranks!","Ni, Alphonse, harro batuko naiz zuen borrokara!",Dungeon1/IntroFinalRoom,302
,Mechanic,"I knew we could count on you, Alphonse!<nl><30>Right, Otus!?","Banekien zutaz fida gintezkeela, Alphonse!<nl><30>Ez da hala, Otus!?",Dungeon1/IntroFinalRoom,323
,Mechanic,"Now,<30> let's go!","Eta orain,<30> goazen!",Dungeon1/IntroFinalRoom,355
,Mechanic,We gotta get to the <b>Control room<b>!,<b>Kontrol-gelara<b> iritsi behar dugu!,Dungeon1/IntroFinalRoom,355
,Alphonse,"Hmm, I seem to be stuck here.","Mmm, badirudi hemen trabaturik nagoela.",Dungeon1/Alphonse/doorBrick2Predicament,11
,Alphonse,Not the elegant sortie I was hoping for.,"Ez da buruan neukan irteera dotorea, alajaina.",Dungeon1/Alphonse/doorBrick2Predicament,11
,Alphonse,"Perhaps you can find a way forth, little one?","Agian zuk bila dezakezu aurrerabidea, txikia?",Dungeon1/Alphonse/doorBrick2Predicament,20
,hero,The lessons of history must be preserved.,Historiako irakasgaiak ondo babestu behar dira.,GoldenCoins/D1,9
,hero,Even when that history is a terrible one.,Baita historia izugarria denean ere.,GoldenCoins/D1,15
,hero,"With this token, you hold the key.","Ikur honekin, zeuk duzu giltza.",GoldenCoins/D1,21
,hero,Find me at the Sanctuary.,Aurki nazazu Santutegian.,GoldenCoins/D1,27
,hero,And you will see what once was.,Eta behinola izan zena erakutsiko dizut.,GoldenCoins/D1,33
,hero,And what became of our fragile dreams.,Eta gure amets hauskorrei zer gertatu zitzaien.,GoldenCoins/D1,39
,Mechanic,"Guys, I don't think we should leave just yet.","Mutilok, ez dut uste oraindik hemendik joan behar genukeenik.",Dungeon1/StopAlphonse,42
,Mechanic,Leaving the Owl Temple before we've<nl>reached <b>Advent<b> seems like a bad idea.,Hontzaren Tenplutik <b>Abendu<b>ra iritsi aurretik irteteak ideia txarra dirudi.,Dungeon1/StopAlphonse,47
,Mechanic,...And I don't want to anger Asio more than we need to.,...Eta ez dut Asio behar baino gehiago haserretu nahi.,Dungeon1/StopAlphonse,52
,Alphonse,Aye! I will stay behind and look for a way out.,Ados! Ni hemen geldituko naiz irteera baten bila.,Dungeon1/StopAlphonse,61
,Alphonse,"I won't stray too far from this<nl>vicinity, in case you should return!","Ez naiz inguru honetatik urrunduko,<nl>bueltan bazatozte ere!",Dungeon1/StopAlphonse,61
,Mechanic,"I'll come with you if you need me Otus, but<nl>finding <b>Advent<b> should be our first priority!","Zurekin joango naiz hala nahi baduzu, Otus, baina<nl><b>Abendu<b> bilatzea izan beharko litzateke gure lehentasuna!",Dungeon1/StopAlphonse,71
,hero,???,???,Dungeon1/Guardian/examineStatue,12
,Mechanic,"Um, Otus...","Um, Otus...",Dungeon1/Guardian/chaseStart,84
,Mechanic,What was that???,Zer izan da hori???,Dungeon1/Guardian/chaseStart,103
,Alphonse,Oh my!,Amatxo maitea!,Dungeon1/Guardian/chaseEnd,79
,Mechanic,Guys!!! S-Stand back!,Mutilok!!! A-Atzera!,Dungeon1/Guardian/chaseEnd,104
,Mechanic,Ahhhhhh!,Aaaaaaa!,Dungeon1/Guardian/chaseEnd,120
,Alphonse,"Master Otus, <45>Master Geddy.","Maisu Otus, <45>Maisu Geddy.",Dungeon1/Guardian/chaseEnd,144
,Mechanic,"Alphonse, <30>are we dead?","Alphonse, <30>hilda gaude?",Dungeon1/Guardian/chaseEnd,148
,Alphonse,I think you can open your eyes.,Uste dut ireki ditzakezuela begiak.,Dungeon1/Guardian/chaseEnd,152
,Mechanic,AH!!!,AA!!!,Dungeon1/Guardian/chaseEnd,201
,Alphonse,What happened to it?,Zer gertatu zaio?,Dungeon1/Guardian/chaseEnd,209
